#Organism group	BioProject	BioSample	Strain	Isolate	Isolate identifiers	Assembly	Run	Location	Lat/Lon	Collection date	Isolation source	Isolation type	Collected by	Host	Create date	AMR genotypes	AST phenotypes	Length	Contigs	N50	Platform	SNP cluster	Min-diff	Scientific name	Computed types	Virulence genotypes	Host disease
Klebsiella pneumoniae	PRJNA176122	SAMN01939166	JHCK	PDT000011670.2	"JHCK","MTE2","SRS399118"	GCA_000316265.2		Argentina	34.0000 S 64.0000 W	1980	cerebrospinal fluid	clinical	Tolmasky	human (infant)	2013-04-05T19:54:00Z	aac(3)-IIe=COMPLETE,aac(6')-Ib=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaOXA-9=COMPLETE,blaSCO-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		6015282	227	129981				Klebsiella pneumoniae JHCK1			pneumonae
Klebsiella pneumoniae	PRJNA1430879	SAMN56293636	Neonate C5	PDT003136315.1	"Kp07","Neonate C5","UColM_07"	GCA_055704205.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:04:12Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5635593	2	5408227		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293639	Neonate D2	PDT003136316.1	"Kp10","Neonate D2","UColM_10"	GCA_055704225.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:04:18Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5635582	2	5408216		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293637	Neonate C6	PDT003136317.1	"Kp08","Neonate C6","UColM_08"	GCA_055704245.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:04:31Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5624961	11	3744667		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293643	Neonate F1	PDT003136318.1	"Kp14","Neonate F1","UColM_14"	GCA_055704265.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:05:09Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5632809	2	5405443		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293633	Neonate C2	PDT003136319.1	"KP-04","Neonate C2","UColM_04"	GCA_055704285.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:05:10Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5631738	2	5404372		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293644	Neonate F2	PDT003136320.1	"Kp15","Neonate F2","UColM_15"	GCA_055704305.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:05:16Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5635585	2	5408219		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293635	Neonate C4	PDT003136321.1	"Kp06","Neonate C4","UColM_06"	GCA_055704325.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:06:13Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5626100	13	4736213		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293645	Neonate H1	PDT003136322.1	"Kp16","Neonate H1","UColM_16"	GCA_055704365.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:06:35Z	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaSHV-1=COMPLETE,catA2=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA10=COMPLETE,oqxB5=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5477999	33	954951				Klebsiella pneumoniae			Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293634	Neonate C3	PDT003136323.1	"Kp05","Neonate C3","UColM_05"	GCA_055704385.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:07:55Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5635592	2	5408226		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293638	Neonate D1	PDT003136324.1	"Kp09","Neonate D1","UColM_09"	GCA_055704405.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:08:01Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5635586	2	5408220		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430879	SAMN56293630	Neonate A	PDT003136325.1	"Kp01","Neonate A","UColM_01"	GCA_055704425.1		Colombia:Antioquia, Medellin	6.28 N 75.58 W	2021	Rectal swab	clinical	IUCMA	Homo sapiens	2026-03-09T05:08:11Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,gyrA_S83F=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5635579	2	5408213		PDS000258001.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	Colonization
Klebsiella pneumoniae	PRJNA1430387	SAMN56287213		PDT003136333.1	"P261"	GCA_055705365.1		Brazil: Ribeirao Preto	21.1 S 47.8 W	2024	Mint	environmental/other	Micaela Santana Ramos		2026-03-09T05:29:15Z	blaSHV-1=COMPLETE,emrD=COMPLETE,fosA7=MISTRANSLATION,fosA=COMPLETE,ompK35_E132K=POINT,oqxA=COMPLETE,oqxB=COMPLETE		5426588	1	5426588				Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA1143028	SAMN54119784	N5221210	PDT003140276.1	"444","N5221210"	GCA_055809855.1		Brazil: Sao Paulo	23.33 S 46.43 W	2021-07	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:47:19Z	aac(6')-Ib3=COMPLETE,blaKPC-33=COMPLETE,blaSHV-11=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,erm=HMM,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5731641	7	5297659		PDS000192609.3		Klebsiella pneumoniae subsp. pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119782	N5023179	PDT003140277.1	"580","N5023179"	GCA_055809895.1		Brazil: Sao Paulo	23.33 S 46.43 W	2021-06	rectal swab	clinical	Fleury Group	Homo sapiens	2026-03-12T05:48:10Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-33=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,phoQ_V24G=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(G)=COMPLETE		5810477	6	5244685		PDS000012476.44	66	Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119783	N5194041	PDT003140278.1	"870","N5194041"	GCA_055809915.1		Brazil: Sao Paulo	23.33 S 46.43 W	2021-07	bronchoalveolar lavage	clinical	Fleury Group	Homo sapiens	2026-03-12T05:48:18Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,aph(3')-VIa=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-33=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5960133	5	5507500		PDS000055024.33	61	Klebsiella pneumoniae subsp. pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119781	N3073609	PDT003140279.1	"871","N3073609"	GCA_055809935.1		Brazil: Sao Paulo	23.33 S 46.43 W	2021-05	rectal swab	clinical	Fleury Group	Homo sapiens	2026-03-12T05:48:24Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-33=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul1=PARTIAL,sul2=COMPLETE,tet(G)=COMPLETE		5819913	5	5377981		PDS000012476.44	36	Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119780	N2233293	PDT003140280.1	"872","N2233293"	GCA_055809955.1		Brazil: Sao Paulo	23.33 S 46.43 W	2021-04	rectal swab	clinical	Fleury Group	Homo sapiens	2026-03-12T05:49:16Z	aac(6')-Ib3=COMPLETE,blaKPC-33=COMPLETE,blaSHV-11=COMPLETE,dfrA30=COMPLETE,emrD=COMPLETE,erm=HMM,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5738206	5	5431877		PDS000192609.3		Klebsiella pneumoniae subsp. pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119779	N2192196	PDT003140281.1	"534","N2192196"	GCA_055809975.1		Brazil: Sao Paulo	23.33 S 46.43 W	2021-04	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:50:14Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-141=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(G)=COMPLETE		5758707	5	5332240				Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119777	M8161891	PDT003140282.1	"586","M8161891"	GCA_055809995.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-12	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:50:21Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,blaKPC-33=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		6117199	6	5507043		PDS000055024.33	30	Klebsiella pneumoniae subsp. pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119776	M8123829	PDT003140283.1	"876","M8123829"	GCA_055810015.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-12	blood	clinical	Fleury Group	Homo sapiens	2026-03-12T05:51:10Z	aac(3)-IIe=COMPLETE,aph(3')-VIa=COMPLETE,blaKPC-2=COMPLETE,blaLAP-2=COMPLETE,blaSHV-11=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrS1=COMPLETE		5537621	9	5276186		PDS000258652.1		Klebsiella pneumoniae subsp. pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119775	M6263533	PDT003140284.1	"869","M6263533"	GCA_055810035.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-10	rectal swab	clinical	Fleury Group	Homo sapiens	2026-03-12T05:51:17Z	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_C28Y=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sat2=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5787961	5	5370565		PDS000012476.44	72	Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119774	M4114532	PDT003140285.1	"348","M4114532"	GCA_055810055.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-08	urine	clinical	Fleury Group	Homo sapiens	2026-03-12T05:52:20Z	aac(3)-IIe=COMPLETE,aac(6')-Ib3=COMPLETE,blaCTX-M-2=COMPLETE,blaKPC-61=COMPLETE,blaOXA-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_R115VfsTer30=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5953746	4	5514535		PDS000055024.33	42	Klebsiella pneumoniae subsp. pneumoniae		clbB=COMPLETE,clbN=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119772	X0200730.1	PDT003140286.1	"873","X0200730.1"	GCA_055810075.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-07	mediastinal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:53:08Z	blaKPC-2=COMPLETE,blaSHV-1=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87N=POINT,gyrA_S83F=POINT,ompK35_Q288Ter=POINT,ompK36_D135DD=POINT,oqxA=COMPLETE,oqxB32=COMPLETE,parC_E84K=POINT,sat2=COMPLETE		5437562	3	5281466		PDS000047691.7		Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119771	M8143992	PDT003140287.1	"336","M8143992"	GCA_055810085.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-12	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:53:14Z	aph(3')-VIa=COMPLETE,blaKPC-14=COMPLETE,blaLAP-2=COMPLETE,blaSHV-11=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK36_Q313Ter=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrS1=COMPLETE		5550665	9	5283964		PDS000258652.1		Klebsiella pneumoniae subsp. pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119773	X0200730.2	PDT003140288.1	"364","X0200730.2"	GCA_055810115.1		Brazil: Sao Paulo	23.33 S 46.43 W	2020-07	mediastinal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:53:20Z	aac(6')-Ib-cr5=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-25=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,catB3=PARTIAL,dfrA30=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87N=POINT,gyrA_S83F=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_Q288Ter=POINT,ompK36_D135DD=POINT,oqxA=COMPLETE,oqxB32=COMPLETE,parC_E84K=POINT,sat2=COMPLETE,sul1=COMPLETE		5780404	5	5281454		PDS000047691.7		Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119769	L1315312.2	PDT003140289.1	"875","L1315312.2"	GCA_055810135.1		Brazil: Sao Paulo	23.33 S 46.43 W	2019-07	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:54:18Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-103=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_Q30Ter=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul1=PARTIAL,sul2=COMPLETE,tet(G)=COMPLETE		5753684	5	5314221		PDS000012476.44	49	Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119768	L1315312.1	PDT003140290.1	"258","L1315312.1"	GCA_055810145.1		Brazil: Sao Paulo	23.33 S 46.43 W	2019-07	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:54:26Z	aac(3)-IId=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,erm(42)=COMPLETE,floR2=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_Q30Ter=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,rmtB1=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul1=PARTIAL,sul2=COMPLETE,tet(G)=COMPLETE		5815729	4	5385400		PDS000012476.44	36	Klebsiella pneumoniae subsp. pneumoniae			not collected
Klebsiella pneumoniae	PRJNA1143028	SAMN54119770	L5184742	PDT003140291.1	"256","L5184742"	GCA_055810175.1		Brazil: Sao Paulo	23.33 S 46.43 W	2019-11	tracheal secretion	clinical	Fleury Group	Homo sapiens	2026-03-12T05:55:17Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaLAP-2=COMPLETE,blaOXA-1=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_L24insTer36=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrS1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE		5532347	7	5318666		PDS000260969.1		Klebsiella pneumoniae subsp. pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	not collected
