acc	pais	bioproject	anio	st	cc258	kpc	ndm	carb
GCA_051523535.1	Brazil	PRJNA955456	2021	11	si	si	si	si
GCA_052036375.1	Brazil	PRJNA1137286	2022	20	no	no	no	no
GCA_052036425.1	Brazil	PRJNA1137286	2022	437	si	si	si	si
GCA_052036485.1	Brazil	PRJNA1137286	2022	16	no	si	no	si
GCA_052036495.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052036585.1	Brazil	PRJNA1137286	2022	785	no	no	no	no
GCA_052036615.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052036645.1	Brazil	PRJNA1137286	2022	340	si	si	no	si
GCA_052036725.1	Brazil	PRJNA1137286	2022	437	si	si	si	si
GCA_052048675.1	Brazil	PRJNA1137286	2022	340	si	si	no	si
GCA_052048695.1	Brazil	PRJNA1137286	2022	2670	no	no	no	no
GCA_052048715.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052048735.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052048755.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052048775.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052048795.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052048815.1	Brazil	PRJNA1137286	2022	340	si	si	no	si
GCA_052048835.1	Brazil	PRJNA1137286	2022	3157	no	no	no	no
GCA_052048855.1	Brazil	PRJNA1137286	2022	340	si	si	no	si
GCA_052048875.1	Brazil	PRJNA1137286	2022	1263	no	no	no	no
GCA_052048895.1	Brazil	PRJNA1137286	2022	340	si	si	no	si
GCA_052048915.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052048935.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052048955.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052048975.1	Brazil	PRJNA1137286	2022	11	si	no	no	no
GCA_052049015.1	Brazil	PRJNA1137286	2022	258	si	no	no	no
GCA_052049035.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049045.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052049075.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049095.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052049115.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049135.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052049155.1	Brazil	PRJNA1137286	2022	307	no	si	no	si
GCA_052049175.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049195.1	Brazil	PRJNA1137286	2022	307	no	si	no	si
GCA_052049215.1	Brazil	PRJNA1137286	2022	4060	no	no	no	no
GCA_052049235.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049255.1	Brazil	PRJNA1137286	2022	36	no	no	no	no
GCA_052049275.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049295.1	Brazil	PRJNA1137286	2022	258	si	si	no	si
GCA_052049315.1	Brazil	PRJNA1137286	2022	17	no	si	no	si
GCA_052049335.1	Brazil	PRJNA1137286	2022	307	no	no	no	no
GCA_052049355.1	Brazil	PRJNA1137286	2022	307	no	si	no	si
GCA_052049375.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052049395.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052049415.1	Brazil	PRJNA1137286	2022	11	si	si	no	si
GCA_052049435.1	Brazil	PRJNA1137286	2022	340	si	si	no	si
GCA_052049455.1	Brazil	PRJNA1137286	2022	4060	no	no	no	no
GCA_052049475.1	Brazil	PRJNA1137286	2022	11	si	no	no	no
GCA_052049495.1	Brazil	PRJNA1137286	2022	437	si	si	si	si
GCA_052216425.1	Brazil	PRJNA1248546	2018	147	no	no	si	si
GCA_052321845.1	Brazil	PRJNA1309104	2023	323	no	no	si	si
GCA_052373055.2	Argentina	PRJNA1140135	2023	5994	no	no	si	si
GCA_052373235.2	Argentina	PRJNA1140135	2023	11	si	no	si	si
GCA_052373315.2	Argentina	PRJNA1140135	2023	11	si	no	si	si
GCA_052373335.1	Argentina	PRJNA1140135	2023	11	si	no	si	si
GCA_052388635.1	Brazil	PRJNA1301913	2024	14	no	no	no	no
GCA_052388575.1	Brazil	PRJNA1301913	2024	-	no	no	no	no
GCA_052388615.1	Brazil	PRJNA1301913	2024	-	no	no	no	no
GCA_052388695.1	Brazil	PRJNA1301913	2024	14	no	no	no	no
GCA_052388735.1	Brazil	PRJNA1301913	2024	45	no	no	no	no
GCA_052388775.1	Brazil	PRJNA1301913	2024	45	no	no	no	no
GCA_052388815.1	Brazil	PRJNA1301913	2024	11	si	si	no	si
GCA_052388855.1	Brazil	PRJNA1301913	2024	11	si	si	no	si
GCA_052388875.1	Brazil	PRJNA1301913	2024	219	no	no	no	no
GCA_052388935.1	Brazil	PRJNA1301913	2024	392	no	no	si	si
GCA_052389015.1	Brazil	PRJNA1301913	2021	11	si	si	no	si
GCA_052389055.1	Brazil	PRJNA1301913	2021	258	si	si	no	si
GCA_052683585.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052683665.1	Argentina	PRJNA1321764	2021	392	no	si	no	si
GCA_052683775.1	Argentina	PRJNA1321764	2021	258	si	si	no	si
GCA_052683805.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052683855.1	Argentina	PRJNA1321764	2021	25	no	no	no	no
GCA_052684035.1	Argentina	PRJNA1321764	2021	37	no	si	no	si
GCA_052684075.1	Argentina	PRJNA1321764	2021	147	no	no	si	si
GCA_052684275.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052684495.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052684525.1	Argentina	PRJNA1321764	2021	13	no	si	no	si
GCA_052684565.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052684605.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052684625.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052684955.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052684985.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052685065.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052685165.1	Argentina	PRJNA1321764	2021	525	no	no	si	si
GCA_052685185.1	Argentina	PRJNA1321764	2021	15	no	si	no	si
GCA_052685265.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052685415.1	Argentina	PRJNA1321764	2021	11	si	si	no	si
GCA_052685385.1	Argentina	PRJNA1321764	2021	307	no	si	no	si
GCA_052685615.1	Argentina	PRJNA1321764	2021	11	si	si	no	si
GCA_052685655.1	Argentina	PRJNA1321764	2021	15	no	si	no	si
GCA_052685765.1	Argentina	PRJNA1321764	2021	258	si	si	si	si
GCA_052685825.1	Argentina	PRJNA1321764	2021	258	si	si	no	si
GCA_052686035.1	Argentina	PRJNA1321764	2021	2632	no	no	si	si
GCA_052686295.1	Argentina	PRJNA1321764	2021	218	no	no	no	no
GCA_052691055.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052691075.1	Argentina	PRJNA1321764	2021	15	no	si	no	si
GCA_052691095.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052691115.1	Argentina	PRJNA1321764	2021	307	no	no	si	si
GCA_052691135.1	Argentina	PRJNA1321764	2021	716	no	si	no	si
GCA_052691155.1	Argentina	PRJNA1321764	2021	5994	no	no	si	si
GCA_052691175.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052691215.1	Argentina	PRJNA1321764	2021	13	no	si	no	si
GCA_052691195.1	Argentina	PRJNA1321764	2021	462	no	si	no	si
GCA_052691235.1	Argentina	PRJNA1321764	2021	258	si	no	si	si
GCA_052691255.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052691275.1	Argentina	PRJNA1321764	2021	15	no	si	no	si
GCA_052691295.1	Argentina	PRJNA1321764	2021	273	no	no	si	si
GCA_052691315.1	Argentina	PRJNA1321764	2021	258	si	no	no	no
GCA_052691355.1	Argentina	PRJNA1321764	2021	11	si	si	no	si
GCA_052691375.1	Argentina	PRJNA1321764	2021	11	si	no	no	no
GCA_052691395.1	Argentina	PRJNA1321764	2021	307	no	no	si	si
GCA_052691435.1	Argentina	PRJNA1321764	2021	258	si	si	no	si
GCA_052691475.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052691455.1	Argentina	PRJNA1321764	2021	11	si	no	si	si
GCA_052691495.1	Argentina	PRJNA1321764	2021	716	no	si	no	si
GCA_052691535.1	Argentina	PRJNA1321764	2021	14	no	si	no	si
GCA_052691575.1	Argentina	PRJNA1321764	2021	11	si	si	no	si
GCA_052691595.1	Argentina	PRJNA1321764	2021	25	no	si	si	si
GCA_052691615.1	Argentina	PRJNA1321764	2021	11	si	si	no	si
GCA_052691635.1	Argentina	PRJNA1321764	2021	11	si	si	no	si
GCA_052691675.1	Argentina	PRJNA1321764	2021	25	no	si	no	si
GCA_052691655.1	Argentina	PRJNA1321764	2021	5995	no	no	no	no
GCA_052905725.1	Argentina	PRJNA1331742	2021	25	no	si	si	si
GCA_052905765.1	Argentina	PRJNA1331742	2021	11	si	si	no	si
GCA_052905785.1	Argentina	PRJNA1331742	2021	258	si	si	no	si
GCA_052905805.1	Argentina	PRJNA1331742	2021	307	no	no	si	si
GCA_052905825.1	Argentina	PRJNA1331742	2021	11	si	si	no	si
GCA_052905845.1	Argentina	PRJNA1331742	2021	11	si	no	si	si
GCA_052905905.1	Argentina	PRJNA1331742	2021	25	no	si	no	si
GCA_052905925.1	Argentina	PRJNA1331742	2021	147	no	no	si	si
GCA_052905965.1	Argentina	PRJNA1331742	2021	307	no	si	no	si
GCA_052905985.1	Argentina	PRJNA1331742	2021	218	no	no	no	no
GCA_052906005.1	Argentina	PRJNA1331742	2021	15	no	si	no	si
GCA_052906265.1	Argentina	PRJNA1331742	2021	-	no	si	no	si
GCA_053283315.1	Colombia	PRJNA1348518	2023	37	no	no	no	no
GCA_053283375.1	Colombia	PRJNA1348518	2023	37	no	no	no	no
GCA_053283395.1	Colombia	PRJNA1348518	2023	37	no	no	no	no
GCA_053457365.1	Colombia	PRJNA1273169	2024	39	no	no	no	no
GCA_053457375.1	Colombia	PRJNA1273169	2024	258	si	no	no	no
GCA_053457425.1	Colombia	PRJNA1273169	2024	107	no	no	no	no
GCA_053457445.1	Colombia	PRJNA1273169	2024	107	no	no	no	no
GCA_053457465.1	Colombia	PRJNA1273169	2024	45	no	no	no	no
GCA_053457485.1	Colombia	PRJNA1273169	2024	45	no	no	no	no
GCA_053457605.1	Colombia	PRJNA1273169	2024	147	no	no	no	no
GCA_053457645.1	Colombia	PRJNA1273169	2024	147	no	no	no	no
GCA_053613375.1	Brazil	PRJNA1355492	2024	512	si	si	no	si
GCA_053613395.1	Brazil	PRJNA1355492	2024	16	no	si	no	si
GCA_053613415.1	Brazil	PRJNA1355492	2024	437	si	no	no	no
GCA_053613435.1	Brazil	PRJNA1355492	2024	11	si	no	si	si
GCA_053613595.1	Brazil	PRJNA1355492	2024	258	si	si	no	si
GCA_053613655.1	Brazil	PRJNA1355492	2024	11	si	si	no	si
GCA_054030975.1	Brazil	PRJNA1143028	2021	11	si	no	no	no
GCA_054048725.1	Brazil	PRJNA1377197	2025	258	si	no	no	no
GCA_054048765.1	Brazil	PRJNA1377197	2025	111	no	no	no	no
GCA_054048785.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054048805.1	Brazil	PRJNA1377197	2025	11	si	si	no	si
GCA_054048825.1	Brazil	PRJNA1377197	2025	16	no	si	no	si
GCA_054048845.1	Brazil	PRJNA1377197	2022	6386	no	si	no	si
GCA_054048865.1	Brazil	PRJNA1377197	2023	392	no	si	no	si
GCA_054048885.1	Brazil	PRJNA1377197	2024	17	no	si	no	si
GCA_054048905.1	Brazil	PRJNA1377197	2024	307	no	si	no	si
GCA_054048925.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054048945.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054048975.1	Brazil	PRJNA1377197	2023	6386	no	si	no	si
GCA_054048995.1	Brazil	PRJNA1377197	2021	437	si	si	no	si
GCA_054049015.1	Brazil	PRJNA1377197	2022	437	si	si	no	si
GCA_054049035.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054066315.1	Brazil	PRJNA1377197	2025	11	si	si	no	si
GCA_054066375.1	Brazil	PRJNA1377197	2025	258	si	si	no	si
GCA_054066415.1	Brazil	PRJNA1377197	2025	258	si	si	no	si
GCA_054066435.1	Brazil	PRJNA1377197	2025	11	si	no	si	si
GCA_054066455.1	Brazil	PRJNA1377197	2025	11	si	si	no	si
GCA_054066485.1	Brazil	PRJNA1377197	2025	101	no	si	no	si
GCA_054066555.1	Brazil	PRJNA1377197	2025	307	no	si	no	si
GCA_054066575.1	Brazil	PRJNA1377197	2025	11	si	si	no	si
GCA_054066585.1	Brazil	PRJNA1377197	2025	16	no	si	no	si
GCA_054066675.1	Brazil	PRJNA1377197	2025	17	no	no	no	no
GCA_054066695.1	Brazil	PRJNA1377197	2021	307	no	si	no	si
GCA_054066715.1	Brazil	PRJNA1377197	2021	16	no	si	no	si
GCA_054066795.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054066815.1	Brazil	PRJNA1377197	2023	437	si	si	no	si
GCA_054066855.1	Brazil	PRJNA1377197	2023	258	si	si	no	si
GCA_054066915.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054066935.1	Brazil	PRJNA1377197	2021	258	si	si	no	si
GCA_054066955.1	Brazil	PRJNA1377197	2021	16	no	si	no	si
GCA_054066995.1	Brazil	PRJNA1377197	2023	437	si	si	no	si
GCA_054067025.1	Brazil	PRJNA1377197	2024	147	no	si	no	si
GCA_054067075.1	Brazil	PRJNA1377197	2023	6386	no	si	no	si
GCA_054067105.1	Brazil	PRJNA1377197	2023	17	no	si	no	si
GCA_054067135.1	Brazil	PRJNA1377197	2022	16	no	si	no	si
GCA_054067195.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054067235.1	Brazil	PRJNA1377197	2024	437	si	si	no	si
GCA_054067255.1	Brazil	PRJNA1377197	2024	307	no	si	no	si
GCA_054067315.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054067335.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054067355.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054067435.1	Brazil	PRJNA1377197	2024	437	si	si	no	si
GCA_054067455.1	Brazil	PRJNA1377197	2021	512	si	si	no	si
GCA_054067475.1	Brazil	PRJNA1377197	2023	437	si	si	no	si
GCA_054067555.1	Brazil	PRJNA1377197	2024	29	no	si	no	si
GCA_054067575.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054067615.1	Brazil	PRJNA1377197	2022	6386	no	si	no	si
GCA_054067635.1	Brazil	PRJNA1377197	2021	437	si	si	no	si
GCA_054067695.1	Brazil	PRJNA1377197	2024	147	no	si	no	si
GCA_054067715.1	Brazil	PRJNA1377197	2024	258	si	si	no	si
GCA_054067735.1	Brazil	PRJNA1377197	2023	3128	no	no	si	si
GCA_054067815.1	Brazil	PRJNA1377197	2024	6386	no	si	no	si
GCA_054067835.1	Brazil	PRJNA1377197	2024	437	si	si	no	si
GCA_054067855.1	Brazil	PRJNA1377197	2022	16	no	si	no	si
GCA_054067895.1	Brazil	PRJNA1377197	2022	147	no	si	no	si
GCA_054067955.1	Brazil	PRJNA1377197	2023	437	si	si	no	si
GCA_054067975.1	Brazil	PRJNA1377197	2021	16	no	si	no	si
GCA_054068015.1	Brazil	PRJNA1377197	2021	437	si	no	no	no
GCA_054068025.1	Brazil	PRJNA1377197	2022	147	no	si	no	si
GCA_054068095.1	Brazil	PRJNA1377197	2024	101	no	si	no	si
GCA_054068135.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054068155.1	Brazil	PRJNA1377197	2024	258	si	si	no	si
GCA_054068185.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068255.1	Brazil	PRJNA1377197	2024	437	si	si	no	si
GCA_054068275.1	Brazil	PRJNA1377197	2023	258	si	si	no	si
GCA_054068295.1	Brazil	PRJNA1377197	2020	11	si	si	no	si
GCA_054068315.1	Brazil	PRJNA1377197	2024	6386	no	si	no	si
GCA_054068355.1	Brazil	PRJNA1377197	2024	147	no	si	no	si
GCA_054068395.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054068435.1	Brazil	PRJNA1377197	2021	437	si	si	no	si
GCA_054068455.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068475.1	Brazil	PRJNA1377197	2021	16	no	si	no	si
GCA_054068555.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068575.1	Brazil	PRJNA1377197	2024	147	no	si	no	si
GCA_054068595.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054068675.1	Brazil	PRJNA1377197	2024	-	no	si	no	si
GCA_054068695.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068715.1	Brazil	PRJNA1377197	2024	6386	no	si	no	si
GCA_054068775.1	Brazil	PRJNA1377197	2023	16	no	si	no	si
GCA_054068815.1	Brazil	PRJNA1377197	2023	6386	no	si	no	si
GCA_054068835.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068855.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068935.1	Brazil	PRJNA1377197	2024	16	no	si	no	si
GCA_054068955.1	Brazil	PRJNA1377197	2024	11	si	si	no	si
GCA_054068975.1	Brazil	PRJNA1377197	2024	258	si	si	no	si
GCA_054068995.1	Brazil	PRJNA1377197	2024	437	si	si	no	si
GCA_054069025.1	Brazil	PRJNA1377197	2023	258	si	si	no	si
GCA_054069015.1	Brazil	PRJNA1377197	2024	29	no	si	no	si
GCA_054069115.1	Brazil	PRJNA1377197	2022	11	si	si	no	si
GCA_054069175.1	Brazil	PRJNA1377197	2021	16	no	si	no	si
GCA_054069195.1	Brazil	PRJNA1377197	2022	6386	no	si	no	si
GCA_054069235.1	Brazil	PRJNA1377197	2023	437	si	si	no	si
GCA_054069275.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054069295.1	Brazil	PRJNA1377197	2021	37	no	no	no	no
GCA_054069355.1	Brazil	PRJNA1377197	2021	437	si	si	no	si
GCA_054069375.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054069395.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054069415.1	Brazil	PRJNA1377197	2023	11	si	si	no	si
GCA_054069495.1	Brazil	PRJNA1377197	2021	11	si	si	no	si
GCA_054069515.1	Brazil	PRJNA1377197	2021	307	no	si	no	si
GCA_054069555.1	Brazil	PRJNA1377197	2023	512	si	si	no	si
GCA_054069595.1	Brazil	PRJNA1377197	2021	437	si	si	no	si
GCA_054069635.1	Brazil	PRJNA1377197	2021	437	si	si	no	si
GCA_054069675.1	Brazil	PRJNA1377197	2024	16	no	si	no	si
GCA_054069715.1	Brazil	PRJNA1377197	2022	11	si	no	no	no
GCA_054069755.1	Brazil	PRJNA1377197	2024	437	si	si	no	si
GCA_054069775.1	Brazil	PRJNA1377197	2022	437	si	si	no	si
GCA_054069815.1	Brazil	PRJNA1377197	2023	437	si	si	no	si
GCA_054069855.1	Brazil	PRJNA1377197	2022	512	si	si	no	si
GCA_054101795.1	Colombia	PRJNA1370988	2025	17	no	si	si	si
GCA_054456835.1	Brazil	PRJNA1394218	2023	231	no	no	no	no
GCA_054612475.1	Peru	PRJNA1354878	2018	307	no	no	si	si
GCA_054612495.1	Peru	PRJNA1354878	2018	307	no	no	si	si
GCA_054612515.1	Peru	PRJNA1354878	2018	2031	no	no	si	si
GCA_054612525.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054612555.1	Peru	PRJNA1354878	2018	2031	no	no	si	si
GCA_054612575.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054612595.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054612615.1	Peru	PRJNA1354878	2018	15	no	no	si	si
GCA_054612635.1	Peru	PRJNA1354878	2018	307	no	no	si	si
GCA_054612655.1	Peru	PRJNA1354878	2017	45	no	no	no	no
GCA_054612675.1	Peru	PRJNA1354878	2017	25	no	no	no	si
GCA_054612695.1	Peru	PRJNA1354878	2017	25	no	no	no	si
GCA_054612715.1	Peru	PRJNA1354878	2017	147	no	no	si	si
GCA_054612735.1	Peru	PRJNA1354878	2017	147	no	no	si	si
GCA_054612755.1	Peru	PRJNA1354878	2017	147	no	no	si	si
GCA_054612775.1	Peru	PRJNA1354878	2017	556	no	si	no	si
GCA_054612795.1	Peru	PRJNA1354878	2017	11	si	no	no	no
GCA_054612815.1	Peru	PRJNA1354878	2017	11	si	no	no	no
GCA_054612835.1	Peru	PRJNA1354878	2017	485	no	si	no	si
GCA_054621015.1	Peru	PRJNA1354878	2019	340	si	no	si	si
GCA_054621025.1	Peru	PRJNA1354878	2019	340	si	no	si	si
GCA_054621055.1	Peru	PRJNA1354878	2019	70	no	no	no	no
GCA_054621075.1	Peru	PRJNA1354878	2019	39	no	no	no	no
GCA_054621095.1	Peru	PRJNA1354878	2019	11	si	no	no	no
GCA_054621115.1	Peru	PRJNA1354878	2019	15	no	no	no	no
GCA_054621135.1	Peru	PRJNA1354878	2019	37	no	no	no	no
GCA_054621155.1	Peru	PRJNA1354878	2019	1	no	no	no	no
GCA_054621175.1	Peru	PRJNA1354878	2019	15	no	no	no	no
GCA_054621195.1	Peru	PRJNA1354878	2019	37	no	no	no	no
GCA_054621215.1	Peru	PRJNA1354878	2019	297	no	no	no	no
GCA_054621235.1	Peru	PRJNA1354878	2019	219	no	no	no	no
GCA_054621255.1	Peru	PRJNA1354878	2019	11	si	no	no	no
GCA_054621275.1	Peru	PRJNA1354878	2019	1045	no	no	no	no
GCA_054621295.1	Peru	PRJNA1354878	2019	348	no	no	no	no
GCA_054621315.1	Peru	PRJNA1354878	2019	348	no	no	no	no
GCA_054621335.1	Peru	PRJNA1354878	2019	1045	no	no	no	no
GCA_054621355.1	Peru	PRJNA1354878	2019	323	no	no	no	no
GCA_054621375.1	Peru	PRJNA1354878	2019	995	no	no	no	no
GCA_054621395.1	Peru	PRJNA1354878	2019	11	si	no	no	no
GCA_054621415.1	Peru	PRJNA1354878	2018	70	no	no	no	no
GCA_054621435.1	Peru	PRJNA1354878	2019	15	no	no	no	no
GCA_054621455.1	Peru	PRJNA1354878	2018	1045	no	no	no	no
GCA_054621475.1	Peru	PRJNA1354878	2018	70	no	no	no	no
GCA_054621495.1	Peru	PRJNA1354878	2018	-	no	no	no	no
GCA_054621515.1	Peru	PRJNA1354878	2018	833	no	no	no	no
GCA_054621535.1	Peru	PRJNA1354878	2018	15	no	no	no	no
GCA_054621555.1	Peru	PRJNA1354878	2018	340	si	no	no	no
GCA_054621575.1	Peru	PRJNA1354878	2018	11	si	no	no	no
GCA_054621595.1	Peru	PRJNA1354878	2018	1	no	no	no	no
GCA_054621615.1	Peru	PRJNA1354878	2018	184	no	no	no	no
GCA_054621635.1	Peru	PRJNA1354878	2018	307	no	no	no	no
GCA_054621655.1	Peru	PRJNA1354878	2018	11	si	no	no	no
GCA_054621675.1	Peru	PRJNA1354878	2017	15	no	no	no	no
GCA_054621695.1	Peru	PRJNA1354878	2017	348	no	no	no	no
GCA_054621715.1	Peru	PRJNA1354878	2017	307	no	no	no	no
GCA_054621735.1	Peru	PRJNA1354878	2017	629	no	no	no	no
GCA_054621755.1	Peru	PRJNA1354878	2017	462	no	no	no	no
GCA_054621775.1	Peru	PRJNA1354878	2017	70	no	no	no	no
GCA_054621795.1	Peru	PRJNA1354878	2018	111	no	si	no	si
GCA_054621815.1	Peru	PRJNA1354878	2018	307	no	no	si	si
GCA_054621835.1	Peru	PRJNA1354878	2018	37	no	no	no	no
GCA_054621855.1	Peru	PRJNA1354878	2018	152	no	no	no	no
GCA_054621875.1	Peru	PRJNA1354878	2018	147	no	no	no	no
GCA_054621895.1	Peru	PRJNA1354878	2018	364	no	no	si	si
GCA_054621915.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054621925.1	Peru	PRJNA1354878	2018	107	no	no	si	si
GCA_054621955.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054621975.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054621995.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054622015.1	Peru	PRJNA1354878	2018	-	no	no	si	si
GCA_054622035.1	Peru	PRJNA1354878	2018	7229	no	no	si	si
GCA_054622055.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054622075.1	Peru	PRJNA1354878	2018	107	no	no	si	si
GCA_054622095.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054622125.1	Peru	PRJNA1354878	2018	107	no	no	si	si
GCA_054622115.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622155.1	Peru	PRJNA1354878	2018	107	no	no	si	si
GCA_054622175.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622195.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622215.1	Peru	PRJNA1354878	2018	107	no	no	si	si
GCA_054622235.1	Peru	PRJNA1354878	2018	37	no	no	si	si
GCA_054622255.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054622275.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622295.1	Peru	PRJNA1354878	2018	11	si	no	no	no
GCA_054622315.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622335.1	Peru	PRJNA1354878	2018	16	no	no	si	si
GCA_054622355.1	Peru	PRJNA1354878	2018	16	no	no	si	si
GCA_054622375.1	Peru	PRJNA1354878	2018	342	no	no	si	si
GCA_054622395.1	Peru	PRJNA1354878	2018	39	no	no	no	no
GCA_054622415.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054622435.1	Peru	PRJNA1354878	2018	45	no	no	si	si
GCA_054622455.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054622475.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622495.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622515.1	Peru	PRJNA1354878	2018	11	si	si	si	si
GCA_054622535.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622555.1	Peru	PRJNA1354878	2018	-	no	no	si	si
GCA_054622575.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622595.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622615.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622635.1	Peru	PRJNA1354878	2018	147	no	no	si	si
GCA_054622655.1	Peru	PRJNA1354878	2018	11	si	no	si	si
GCA_054622675.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622695.1	Peru	PRJNA1354878	2018	258	si	si	no	si
GCA_054622715.1	Peru	PRJNA1354878	2018	45	no	si	no	si
GCA_054622735.1	Peru	PRJNA1354878	2018	342	no	no	si	si
GCA_054622755.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622775.1	Peru	PRJNA1354878	2018	342	no	no	si	si
GCA_054622795.1	Peru	PRJNA1354878	2018	17	no	no	si	si
GCA_054622815.1	Peru	PRJNA1354878	2018	342	no	no	si	si
GCA_054622835.1	Peru	PRJNA1354878	2017	2632	no	si	no	si
GCA_054622855.1	Peru	PRJNA1354878	2017	11	si	no	si	si
