accesion	tipo_registro	bioproject	biosample	pais	ciudad	anio	fecha_colecta	fuente_aislamiento	tipo_aislamiento	hospedero	colector	plataforma	n_contigs	longitud_total	st_pasteur	st_oxford	kl	ocl	carbapenemasa_adquirida	genes_carbapenemasa	tipos_rep_apt	oxa72_contexto
GCA_024139075.1	ensamblado_publico	PRJNA731249	SAMN19356530	Chile	Santiago	2011	2011	sacrum ulcer	clinical	Homo sapiens	not known		4	4093548	15	225	KL22	OCL7	si	blaOXA-23	r3-T13,r3-T14,rP-T1	
GCA_024139095.1	ensamblado_publico	PRJNA731249	SAMN19356522	Chile	Santiago	2011	2011	catheter tip	clinical	Homo sapiens	not known		2	4144160	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_024151465.1	ensamblado_publico	PRJNA731249	SAMN19356556	Chile	Santiago	2013	2013	sacrum ulcer	clinical	Homo sapiens	not known		31	3899987	241	613	KL11	OCL8	no	ninguna	ninguno	
GCA_024151485.1	ensamblado_publico	PRJNA731249	SAMN19356552	Chile	Santiago	2010	2010	endotracheal aspirate	clinical	Homo sapiens	not known		73	3877546	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_024151505.1	ensamblado_publico	PRJNA731249	SAMN19356553	Chile	Santiago	2010	2010	drain fluid	clinical	Homo sapiens	not known		81	4025168	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_024151525.1	ensamblado_publico	PRJNA731249	SAMN19356550	Chile	Santiago	2010	2010	BAL	clinical	Homo sapiens	not known		67	3989579	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,r3-T18,rP-T1	
GCA_024151535.1	ensamblado_publico	PRJNA731249	SAMN19356551	Chile	Santiago	2010	2010	urine	clinical	Homo sapiens	not known		76	3856616	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_024151565.1	ensamblado_publico	PRJNA731249	SAMN19356549	Chile	Santiago	2012	2012	periprosthetic liquid	clinical	Homo sapiens	not known		124	3830537	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T5	
GCA_024151585.1	ensamblado_publico	PRJNA731249	SAMN19356548	Chile	Santiago	2012	2012	leg tissue	clinical	Homo sapiens	not known		140	3922800	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28,r3-T5	
GCA_024151605.1	ensamblado_publico	PRJNA731249	SAMN19356547	Chile	Santiago	2012	2012	laparoscopic wound	clinical	Homo sapiens	not known		142	3918330	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28,r3-T5	
GCA_024151615.1	ensamblado_publico	PRJNA731249	SAMN19356545	Chile	Santiago	2012	2012	endotracheal aspirate	clinical	Homo sapiens	not known		137	3922648	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28,r3-T5	
GCA_024151645.1	ensamblado_publico	PRJNA731249	SAMN19356546	Chile	Santiago	2012	2012	blood culture	clinical	Homo sapiens	not known		150	3904341	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28,r3-T5	
GCA_024151665.1	ensamblado_publico	PRJNA731249	SAMN19356544	Chile	Santiago	2011	2011	endotracheal aspirate	clinical	Homo sapiens	not known		152	3889101	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28	
GCA_024151685.1	ensamblado_publico	PRJNA731249	SAMN19356541	Chile	Santiago	2010	2010	leg wound	clinical	Homo sapiens	not known		119	3828026	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18	
GCA_024151695.1	ensamblado_publico	PRJNA731249	SAMN19356543	Chile	Santiago	2011	2011	ankle wound	clinical	Homo sapiens	not known		148	3899368	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28	
GCA_024151725.1	ensamblado_publico	PRJNA731249	SAMN19356539	Chile	Santiago	2012	2012	leg tissue	clinical	Homo sapiens	not known		112	3952315	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_024151745.1	ensamblado_publico	PRJNA731249	SAMN19356538	Chile	Santiago	2012	2012	endotracheal aspirate	clinical	Homo sapiens	not known		134	4039183	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_024151765.1	ensamblado_publico	PRJNA731249	SAMN19356534	Chile	Santiago	2011	2011	blood culture	clinical	Homo sapiens	not known		83	3993387	318	225	KL22	OCL7	si	blaOXA-23	r3-T14,rP-T1	
GCA_024151775.1	ensamblado_publico	PRJNA731249	SAMN19356536	Chile	Santiago	2012	2012	Tejido ingle	clinical	Homo sapiens	not known		131	4041914	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_024151795.1	ensamblado_publico	PRJNA731249	SAMN19356537	Chile	Santiago	2012	2012	blood culture	clinical	Homo sapiens	not known		135	4033951	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_024151825.1	ensamblado_publico	PRJNA731249	SAMN19356542	Chile	Santiago	2010	2010	endotracheal aspirate	clinical	Homo sapiens	not known		142	3918744	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28	
GCA_024151845.1	ensamblado_publico	PRJNA731249	SAMN19356532	Chile	Santiago	2013	2013	urine	clinical	Homo sapiens	not known		110	4061015	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_024151865.1	ensamblado_publico	PRJNA731249	SAMN19356531	Chile	Santiago	2012	2012	blood culture	clinical	Homo sapiens	not known		116	4042079	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_024151885.1	ensamblado_publico	PRJNA731249	SAMN19356528	Chile	Santiago	2010	2010	endotracheal aspirate	clinical	Homo sapiens	not known		90	3919183	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_024151895.1	ensamblado_publico	PRJNA731249	SAMN19356529	Chile	Santiago	2011	2011	leg bone	clinical	Homo sapiens	not known		100	4031205	15	225	KL22	OCL7	no	ninguna	r3-T13	
GCA_024151905.1	ensamblado_publico	PRJNA731249	SAMN19356527	Chile	Santiago	2010	2010	leg tissue	clinical	Homo sapiens	not known		92	4055445	15	236	KL9	OCL7	no	ninguna	r3-T14	
GCA_024151945.1	ensamblado_publico	PRJNA731249	SAMN19356526	Chile	Santiago	2010	2010	leg wound	clinical	Homo sapiens	not known		83	3959934	15	236	KL9	OCL7	si	blaOXA-58	r3-T14,r3-T18	
GCA_024151965.1	ensamblado_publico	PRJNA731249	SAMN19356523	Chile	Santiago	2011	2011	blood culture	clinical	Homo sapiens	not known		101	4039263	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_024151985.1	ensamblado_publico	PRJNA731249	SAMN19356524	Chile	Santiago	2011	2011	periprosthetic tissue	clinical	Homo sapiens	not known		102	4035609	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_024152085.1	ensamblado_publico	PRJNA731249	SAMN19356525	Chile	Santiago	2010	2010	leg tissue	clinical	Homo sapiens	not known		110	4061855	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_024271825.1	ensamblado_publico	PRJNA731249	SAMN19356555	Chile	Santiago	2012	2012	peritoneal liquid	clinical	Homo sapiens	not known		3	3951013	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_024505645.2	ensamblado_publico	PRJNA677881	SAMN29981016	Brasil		2021	2021-03-31	tracheal secretion	clinical	Homo sapiens	LAPIH		134	3916571	-	-	KL6	OCL2	si	blaNDM-1,blaOXA-58	r3-T15	
GCA_024649355.1	ensamblado_publico	PRJNA866144	SAMN30153759	Argentina		2021	2021	BAL	clinical	Homo sapiens	Fernando Pasteran		79	4078010	2	-	KL2	OCL5	si	blaNDM-1	ninguno	
GCA_024649375.1	ensamblado_publico	PRJNA866144	SAMN30153760	Argentina		2016	2016	BAL	clinical	Homo sapiens	Fernando Pasteran		38	3823583	2	-	KL2	OCL5	no	ninguna	ninguno	
GCA_025950435.1	ensamblado_publico	PRJNA677881	SAMN29999247	Brasil		2021	2021-05-17	blood	clinical	Homo sapiens	LAPIH		168	4292828	464	1752	KL121	OCL6	si	blaNDM-1,blaOXA-58	r3-T13,r3-T3	
GCA_025950485.1	ensamblado_publico	PRJNA677881	SAMN29999248	Brasil		2021	2021-06-25	blood	clinical	Homo sapiens	LAPIH		60	4051828	-	-	KL6	OCL2	si	blaNDM-1,blaOXA-58	r3-T15,r3-T61	
GCA_025971765.1	ensamblado_publico	PRJNA677881	SAMN31464040	Brasil		2021	2021-06-20	blood	clinical	Homo sapiens	LAPIH		163	4232824	464	878	KL210	OCL6	si	blaNDM,blaOXA-58	r3-T13,r3-T3	
GCA_025971805.1	ensamblado_publico	PRJNA677881	SAMN31464041	Brasil		2021	2021-06-26	tracheal secretion	clinical	Homo sapiens	LAPIH		149	3819541	575	-	KL64	OCL2	si	blaNDM-1,blaOXA-58	r3-T15,r3-T37,r3-T5,r3-T7,rP-T5	
GCA_025971935.1	ensamblado_publico	PRJNA677881	SAMN31464039	Brasil		2020	2020-11-04	tracheal secretion	clinical	Homo sapiens	LAPIH		209	3913888	739	-	KL225	OCL6	si	blaNDM	r3-T15,r3-T168,r3-T60	
GCA_026239565.1	ensamblado_publico	PRJNA677881	SAMN29999249	Brasil		2021	2021-05-31	tracheal secretion	clinical	Homo sapiens	LAPIH		141	3758399	10	-	KL77	OCL2	si	blaNDM-1,blaOXA-58	r3-T5,r3-T7	
GCA_026300595.1	ensamblado_publico	PRJEB56918	SAMEA111505515	Paraguay		2020	2020-11-20	aspirate	clinical	Homo sapiens	Hospital Regional de Ciudad del Este	ILLUMINA	118	4131859	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026301315.1	ensamblado_publico	PRJEB56918	SAMEA111505506	Paraguay		2020	2020-11-17	aspirate	clinical	Homo sapiens	Hospital Regional de Encarnacion	ILLUMINA	99	4054463	15	1619	KL167	OCL7	si	blaOXA-23	r3-T13,r3-T14	
GCA_026302075.1	ensamblado_publico	PRJEB56918	SAMEA111505538	Paraguay		2020	2020-11-30	aspirate	clinical	Homo sapiens	Hospital Regional de Encarnacion	ILLUMINA	337	3940950	15	1619	KL167	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_026311855.1	ensamblado_publico	PRJEB56918	SAMEA111504301	Ecuador		2020	2020-08-13	aspirate	clinical	Homo sapiens	Eugenio Espejo Hospital	ILLUMINA	158	4176379	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_026311875.1	ensamblado_publico	PRJEB56918	SAMEA111504299	Ecuador		2020	2020-08-05	aspirate	clinical	Homo sapiens	Eugenio Espejo Hospital	ILLUMINA	148	4162061	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_026318965.1	ensamblado_publico	PRJEB56918	SAMEA111505508	Paraguay		2020	2020-11-18	lavage	clinical	Homo sapiens	Hospital Regional de Ciudad del Este	ILLUMINA	242	4018682	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026340685.1	ensamblado_publico	PRJEB56918	SAMEA111504306	Ecuador		2020	2020-08-25	aspirate	clinical	Homo sapiens	Eugenio Espejo Hospital	ILLUMINA	337	4125060	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_026340785.1	ensamblado_publico	PRJEB56918	SAMEA111504304	Ecuador		2020	2020-08-16	blood	clinical	Homo sapiens	Eugenio Espejo Hospital	ILLUMINA	114	4143367	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_026340865.1	ensamblado_publico	PRJEB56918	SAMEA111504300	Ecuador		2020	2020-08-13	blood	clinical	Homo sapiens	Eugenio Espejo Hospital	ILLUMINA	126	4266969	79	-	KL9	OCL10	no	ninguna	r3-T13	
GCA_026340935.1	ensamblado_publico	PRJEB56918	SAMEA111504305	Ecuador		2020	2020-08-20	aspirate	clinical	Homo sapiens	Eugenio Espejo Hospital	ILLUMINA	158	4191402	2	-	KL2	OCL1	si	blaOXA-72	r3-T18,r3-T3	r3-T18
GCA_026358375.1	ensamblado_publico	PRJEB56918	SAMEA111505537	Paraguay		2020	2020-11-28	aspirate	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	202	4253812	25	490	KL9	OCL5	si	blaOXA-23	r1-T22,r3-T14,r3-T3	
GCA_026358395.1	ensamblado_publico	PRJEB56918	SAMEA111505530	Paraguay		2020	2020-11-25	aspirate	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	210	4161614	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026358415.1	ensamblado_publico	PRJEB56918	SAMEA111505523	Paraguay		2020	2020-11-24	aspirate	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	242	4430966	25	229	KL14	OCL6	si	blaNDM-1	r1-T2	
GCA_026358455.1	ensamblado_publico	PRJEB56918	SAMEA111505535	Paraguay		2020	2020-11-27	sputum	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	104	3852545	512	952	KL72	OCL1	no	ninguna	ninguno	
GCA_026358475.1	ensamblado_publico	PRJEB56918	SAMEA111505519	Paraguay		2020	2020-11-22	aspirate	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	178	4065139	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026358495.1	ensamblado_publico	PRJEB56918	SAMEA111505534	Paraguay		2020	2020-11-27	punctate	clinical	Homo sapiens	Hospital Regional de Luque	ILLUMINA	252	4096265	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_026358515.1	ensamblado_publico	PRJEB56918	SAMEA111505526	Paraguay		2020	2020-11-25	lavage	clinical	Homo sapiens	Hospital Regional de Ciudad del Este	ILLUMINA	90	4166638	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026358555.1	ensamblado_publico	PRJEB56918	SAMEA111505524	Paraguay		2020	2020-11-24	aspirate	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	248	4085365	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026358575.1	ensamblado_publico	PRJEB56918	SAMEA111505517	Paraguay		2020	2020-11-20	blood	clinical	Homo sapiens	Hospital Regional de Coronel Oviedo	ILLUMINA	198	3936643	79	758	KL9	OCL10	si	blaOXA-23	r1-T4,r3-T26,r3-T3	
GCA_026358595.1	ensamblado_publico	PRJEB56918	SAMEA111505516	Paraguay		2020	2020-11-20	blood	clinical	Homo sapiens	Hospital Regional de Ciudad del Este	ILLUMINA	128	4085977	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026358675.1	ensamblado_publico	PRJEB56918	SAMEA111505521	Paraguay		2020	2020-11-23	aspirate	clinical	Homo sapiens	Hospital Regional de Ciudad del Este	ILLUMINA	104	4079955	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026358715.1	ensamblado_publico	PRJEB56918	SAMEA111505513	Paraguay		2020	2020-11-18	blood	clinical	Homo sapiens	Hospital of The Social Welfare Institute	ILLUMINA	306	4000441	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026358855.1	ensamblado_publico	PRJEB56918	SAMEA111505502	Paraguay		2020	2020-11-16	blood	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	209	4272810	25	229	KL14	OCL6	si	blaNDM-1	r1-T2	
GCA_026358875.1	ensamblado_publico	PRJEB56918	SAMEA111505504	Paraguay		2020	2020-11-17	sputum	clinical	Homo sapiens	Hospital Regional de Ciudad del Este	ILLUMINA	80	4115572	2	-	KL2	OCL5	si	blaOXA-23	r3-T3	
GCA_026358895.1	ensamblado_publico	PRJEB56918	SAMEA111505503	Paraguay		2020	2020-11-16	blood	clinical	Homo sapiens	Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner (INERAM)	ILLUMINA	241	4268484	25	229	KL14	OCL6	si	blaNDM-1	r1-T2	
GCA_026554895.1	ensamblado_publico	PRJNA906166	SAMN31900661	Colombia		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	168	3999445	79	758	KL9	OCL10	si	blaOXA-23	r3-T26,r3-T85,rP-T1	
GCA_026554915.1	ensamblado_publico	PRJNA906166	SAMN31900663	Colombia		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	261	4107214	79	2128	KL32	OCL13	si	blaOXA-23	r3-T26,r3-T3,r3-T85	
GCA_026555015.1	ensamblado_publico	PRJNA906166	SAMN31900668	Colombia		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	163	4231293	25	-	KL196	OCL5	si	blaOXA-23	ninguno	
GCA_026555055.1	ensamblado_publico	PRJNA906166	SAMN31900669	Colombia		2019	2019	urine	clinical	Homo sapiens	MDRO Network	ILLUMINA	372	4001900	78	-	KL3	OCL1	si	blaOXA-23	r1-T2	
GCA_026555075.1	ensamblado_publico	PRJNA906166	SAMN31900671	Colombia		2019	2019	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	189	3999959	1635	-	KL20	OCL4	si	blaOXA-72	r3-T13,r3-T8,r3-T97	r3-T8,r3-T97
GCA_026555095.1	ensamblado_publico	PRJNA906166	SAMN31900780	Chile		2019	2019	wound	clinical	Homo sapiens	MDRO Network	ILLUMINA	342	3814460	318	225	KL22	OCL3	no	ninguna	r3-T14	
GCA_026555115.1	ensamblado_publico	PRJNA906166	SAMN31900779	Chile		2018	2018	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	148	3976216	318	225	KL22	OCL3	no	ninguna	r3-T14	
GCA_026555155.1	ensamblado_publico	PRJNA906166	SAMN31900782	Chile		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	329	3882433	318	225	KL22	OCL7	si	blaOXA-58	r3-T14,r3-T34	
GCA_026555195.1	ensamblado_publico	PRJNA906166	SAMN31900787	Chile		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	356	3876265	318	225	KL22	OCL7	si	blaOXA-58	r3-T14,r3-T34	
GCA_026555235.1	ensamblado_publico	PRJNA906166	SAMN31900925	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	336	3996378	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_026555275.1	ensamblado_publico	PRJNA906166	SAMN31900923	Argentina		2019	2019	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	378	3980056	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026555295.1	ensamblado_publico	PRJNA906166	SAMN31900924	Argentina		2019	2019	wound	clinical	Homo sapiens	MDRO Network	ILLUMINA	254	3984966	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026555315.1	ensamblado_publico	PRJNA906166	SAMN31900926	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	418	4048888	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561215.1	ensamblado_publico	PRJNA906166	SAMN31900927	Argentina		2019	2019	urine	clinical	Homo sapiens	MDRO Network	ILLUMINA	211	4075890	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561235.1	ensamblado_publico	PRJNA906166	SAMN31900928	Argentina		2019	2019	urine	clinical	Homo sapiens	MDRO Network	ILLUMINA	167	4061563	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561255.1	ensamblado_publico	PRJNA906166	SAMN31900929	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	306	3952836	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561275.1	ensamblado_publico	PRJNA906166	SAMN31900930	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	262	3978311	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026561295.1	ensamblado_publico	PRJNA906166	SAMN31900931	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	372	3962166	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561315.1	ensamblado_publico	PRJNA906166	SAMN31900934	Argentina		2019	2019	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	262	3967295	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561335.1	ensamblado_publico	PRJNA906166	SAMN31900935	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	258	4003090	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_026561355.1	ensamblado_publico	PRJNA906166	SAMN31900936	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	254	3923574	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026561375.1	ensamblado_publico	PRJNA906166	SAMN31900938	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	355	3965290	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026561415.1	ensamblado_publico	PRJNA906166	SAMN31900940	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	281	4006740	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026561435.1	ensamblado_publico	PRJNA906166	SAMN31900941	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	274	3839501	2	-	KL2	OCL21	si	blaOXA-23	ninguno	
GCA_026561455.1	ensamblado_publico	PRJNA906166	SAMN31900943	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	346	4211389	25	-	KL77	OCL5	si	blaOXA-23	r3-T14	
GCA_026561475.1	ensamblado_publico	PRJNA906166	SAMN31900944	Argentina		2019	2019	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	125	4301104	25	490	KL9	OCL5	si	blaOXA-23	r3-T14	
GCA_026561495.1	ensamblado_publico	PRJNA906166	SAMN31900946	Argentina		2019	2019	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	427	3838882	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026561515.1	ensamblado_publico	PRJNA906166	SAMN31900945	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	292	3925532	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026568275.1	ensamblado_publico	PRJNA906166	SAMN31900350	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	249	4012945	25	490	KL9	OCL5	si	blaOXA-23	r3-T14	
GCA_026568295.1	ensamblado_publico	PRJNA906166	SAMN31900349	Argentina		2019	2019	wound	clinical	Homo sapiens	MDRO Network	ILLUMINA	462	3872326	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_026568315.1	ensamblado_publico	PRJNA906166	SAMN31900347	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	302	4126905	25	-	KL37	OCL5	si	blaOXA-23	r3-T14	
GCA_026568355.1	ensamblado_publico	PRJNA906166	SAMN31900351	Argentina		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	457	4018841	25	-	KL37	OCL13	si	blaOXA-23	r3-T14	
GCA_026568375.1	ensamblado_publico	PRJNA906166	SAMN31900648	Colombia		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	487	4068674	79	2128	KL32	OCL5	si	blaOXA-23	r3-T26,r3-T3,r3-T85	
GCA_026568385.1	ensamblado_publico	PRJNA906166	SAMN31900353	Argentina		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	484	3950387	25	490	KL9	OCL13	si	blaOXA-23	r3-T14	
GCA_026568415.1	ensamblado_publico	PRJNA906166	SAMN31900354	Argentina		2019	2019	urine	clinical	Homo sapiens	MDRO Network	ILLUMINA	393	4160367	25	691	KL23	OCL5	si	blaOXA-23	r3-T14	
GCA_026568455.1	ensamblado_publico	PRJNA906166	SAMN31900654	Colombia		2019	2019	other	clinical	Homo sapiens	MDRO Network	ILLUMINA	367	4092344	79	2128	KL32	OCL13	si	blaOXA-23	r3-T26,r3-T3,r3-T85	
GCA_026568475.1	ensamblado_publico	PRJNA906166	SAMN31900652	Colombia		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	305	4219775	25	-	KL3	OCL5	si	blaOXA-23	ninguno	
GCA_026568495.1	ensamblado_publico	PRJNA906166	SAMN31900651	Colombia		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	444	4123341	25	-	KL3	OCL13	si	blaOXA-23	ninguno	
GCA_026568515.1	ensamblado_publico	PRJNA906166	SAMN31900655	Colombia		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	370	4226195	25	-	KL3	OCL5	si	blaOXA-23	ninguno	
GCA_026568535.1	ensamblado_publico	PRJNA906166	SAMN31900657	Colombia		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	337	4214997	25	-	KL3	OCL5	si	blaOXA-23	ninguno	
GCA_026568575.1	ensamblado_publico	PRJNA906166	SAMN31900660	Colombia		2019	2019	blood	clinical	Homo sapiens	MDRO Network	ILLUMINA	400	4204445	25	-	KL3	OCL13	si	blaOXA-23	ninguno	
GCA_026568595.1	ensamblado_publico	PRJNA906166	SAMN31900659	Colombia		2019	2019	respiratory	clinical	Homo sapiens	MDRO Network	ILLUMINA	280	4198678	25	-	KL3	OCL13	si	blaOXA-23	ninguno	
GCA_028402465.1	ensamblado_publico	PRJNA497603	SAMN10261808	Brasil		2013	2013	sputum	clinical	Homo sapiens	Department of Microbiology of the Clinical Pathology Laboratory of Sao Lucas Hospital, Porto Alegre		162	4048359	79	-	KL22	OCL10	si	blaOXA-23	r3-T1	
GCA_028402505.1	ensamblado_publico	PRJNA497606	SAMN10261825	Brasil		2013	2013	tracheal aspirate	clinical	Homo sapiens	Department of Microbiology of the Clinical Pathology Laboratory of Sao Lucas Hospital, Porto Alegre		98	3727212	-	3041	KL203	OCL4	no	ninguna	ninguno	
GCA_028435895.1	ensamblado_publico	PRJNA742192	SAMN19931307	Brasil	Recife	2014	2014	cerebrospinal fluid	clinical	Homo sapiens	HCa		160	4027331	113	1337	KL10	OCL7	no	ninguna	r3-T1,rP-T1	
GCA_028435925.1	ensamblado_publico	PRJNA742192	SAMN19931306	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HCa		106	3887717	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14,r3-T3,r3-T94	
GCA_028435965.1	ensamblado_publico	PRJNA742192	SAMN19931303	Brasil	Recife	2014	2014	blood	clinical	Homo sapiens	HCa		115	3832477	15	225	KL22	OCL7	no	ninguna	r3-T14,r3-T3,r3-T94	
GCA_028435975.1	ensamblado_publico	PRJNA742192	SAMN19931305	Brasil	Recife	2006	2006	catheter tip	clinical	Homo sapiens	HCa		102	3833459	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,r3-T62	
GCA_028435995.1	ensamblado_publico	PRJNA742192	SAMN19931304	Brasil	Recife	2014	2014	tracheal secretion	clinical	Homo sapiens	HCa		111	3994635	113	1337	KL10	OCL7	no	ninguna	r3-T1,rP-T1	
