genoma	tipo_rep	contig	rep_ini	rep_fin	contig_len	pident	cov
GCA_039677745.1	r3-T3	JBDJPL010000011.1	50127	51248	91479	100.0	100.0
GCA_039677765.1	r3-T15	JBDJPK010000028.1	4023	4889	4889	100.0	93.8
GCA_039677765.1	r3-T61	JBDJPK010000029.1	1	873	2583	95.3	93.9
GCA_040151215.1	r3-T3	JBEFKP010000010.1	9155	10276	112006	100.0	100.0
GCA_040151215.1	r3-T55	JBEFKP010000042.1	1	892	3065	99.89	95.0
GCA_040151215.1	r3-T6	JBEFKP010000034.1	3921	4850	7809	99.68	100.0
GCA_040223795.1	r3-T1	JBEHDS010000067.1	5467	6417	8808	100.0	100.0
GCA_040223815.1	r3-T1	JBEHDT010000106.1	3302	4252	8808	100.0	100.0
GCA_040239585.1	r3-T1	JBEIBT010000104.1	6841	7791	8808	100.0	100.0
GCA_041501475.1	r3-T5	CP167774.1	1	924	8633	99.89	100.0
GCA_041501475.1	r3-T7	CP167771.1	43184	44356	152678	100.0	100.0
GCA_042153585.1	r3-T14	CP169874.1	4209	5132	18491	100.0	100.0
GCA_042153585.1	r3-T14	CP169876.1	7565	8488	9638	100.0	100.0
GCA_042938265.1	r3-T1	DAXTPX010000054.1	2499	3449	8427	100.0	100.0
GCA_042938265.1	r3-T13	DAXTPX010000064.1	1621	2550	3305	100.0	100.0
GCA_042939275.1	r3-T1	DAXTRV010000061.1	2499	3449	8731	100.0	100.0
GCA_042939275.1	rP-T1	DAXTRV010000026.1	39258	40433	65192	100.0	100.0
GCA_045064695.1	r3-T13	JBDGFO010000017.1	1458	2387	42978	100.0	100.0
GCA_045064695.1	r3-T14	JBDGFO010000022.1	1963	2886	11336	100.0	100.0
GCA_045066095.1	r3-T3	JBDGGY010000001.1	32444	33565	71760	100.0	100.0
GCA_045066095.1	r3-T36	JBDGGY010000020.1	5329	6243	10958	100.0	100.0
GCA_045066095.1	r3-T68	JBDGGY010000041.1	10923	11822	69950	100.0	100.0
GCA_045066125.1	r3-T14	JBDGHA010000040.1	1552	2475	11046	100.0	100.0
GCA_045066125.1	r3-T3	JBDGHA010000023.1	24791	25912	58676	100.0	100.0
GCA_045066145.1	r3-T36	JBDGGZ010000031.1	4723	5637	11043	100.0	100.0
GCA_045066255.1	r3-T14	JBDGHC010000045.1	5370	6293	9361	100.0	100.0
GCA_045066255.1	r3-T32	JBDGHC010000052.1	214	1137	4020	100.0	100.0
GCA_045066255.1	r3-T36	JBDGHC010000038.1	9162	10076	14583	100.0	100.0
GCA_045066255.1	r3-T68	JBDGHC010000040.1	1908	2807	11968	100.0	100.0
GCA_045066275.1	r3-T5	JBDGHD010000059.1	4475	5398	6238	100.0	100.0
GCA_045066275.1	r3-T6	JBDGHD010000052.1	3954	4883	9100	100.0	100.0
GCA_045066335.1	r3-T14	JBDGHF010000013.1	61348	62271	104427	100.0	100.0
GCA_045066355.1	r3-T5	JBDGHE010000023.1	1271	2194	7557	100.0	100.0
GCA_045066355.1	r3-T6	JBDGHE010000019.1	4961	5890	10217	100.0	100.0
GCA_045066365.1	r3-T14	JBDGHH010000045.1	1637	2560	11229	100.0	100.0
GCA_045066365.1	r3-T3	JBDGHH010000037.1	41823	42944	69806	100.0	100.0
GCA_045066365.1	r3-T36	JBDGHH010000047.1	5574	6488	11457	100.0	100.0
GCA_045066365.1	r3-T68	JBDGHH010000040.1	10744	11643	12855	100.0	100.0
GCA_045066455.1	r3-T13	JBDGHI010000035.1	1327	2256	4400	100.0	100.0
GCA_045066455.1	r3-T14	JBDGHI010000013.1	5319	6242	8077	100.0	100.0
GCA_045066515.1	r3-T5	JBDGHJ010000047.1	2347	3270	12479	100.0	100.0
GCA_045066655.1	r3-T28	JBDGHK010000059.1	516	1454	4195	100.0	100.0
GCA_045066655.1	r3-T5	JBDGHK010000058.1	2166	3089	4562	100.0	100.0
GCA_045066655.1	r3-T6	JBDGHK010000051.1	4333	5262	9851	100.0	100.0
GCA_047802665.1	r3-T3	DBFKPN010000008.1	96673	97794	112605	99.55	100.0
GCA_047802685.1	r3-T3	DBFKPP010000008.1	51734	52855	112411	99.55	100.0
GCA_048067285.1	r3-T1	CP179706.1	1	951	8731	100.0	100.0
GCA_048067295.1	r3-T1	CP179708.1	1	951	8731	100.0	100.0
GCA_048067305.1	r3-T1	CP179703.1	1	951	8731	100.0	100.0
GCA_048067305.1	r3-T15	CP179704.1	543	1475	2278	100.0	100.0
GCA_048069565.1	r3-T1	CP179710.1	1	951	8731	100.0	100.0
GCA_048480215.1	r3-T1	CP179700.1	1	951	8731	100.0	100.0
GCA_048480215.1	r3-T15	CP179701.1	140	1072	2278	100.0	100.0
GCA_049349525.1	r3-T1	JBKICD010000071.1	3290	4240	8858	100.0	100.0
GCA_049355475.1	r3-T14	DBHMLO010000057.1	5939	6862	11497	100.0	100.0
GCA_049355475.1	r3-T34	DBHMLO010000058.1	5447	6370	11310	100.0	100.0
GCA_049356015.1	r3-T14	DBHMMK010000052.1	1472	2395	7917	100.0	100.0
GCA_049388885.1	r3-T14	DBHNRS010000054.1	1472	2395	7916	100.0	100.0
GCA_049389325.1	r3-T14	DBHNSR010000055.1	1472	2395	7916	100.0	100.0
GCA_050030175.1	r3-T1	CP179697.1	1	951	8731	100.0	100.0
GCA_050030175.1	r3-T15	CP179698.1	732	1664	2278	100.0	100.0
GCA_050030185.1	r3-T14	CP179695.1	1	924	10848	100.0	100.0
GCA_050030675.1	r3-T1	CP179693.1	1	951	8731	100.0	100.0
GCA_050269755.1	r3-T11	CP189876.1	13060	13983	23879	99.35	100.0
GCA_050269755.1	r3-T26	CP189875.1	2905	3846	5280	100.0	100.0
GCA_050269755.1	rP-T1	CP189873.1	32883	34058	71980	100.0	100.0
GCA_050896615.1	r3-T13	JBPBDI010000050.1	744	1673	3281	100.0	100.0
GCA_050896615.1	rP-T1	JBPBDI010000041.1	7700	8875	10572	100.0	100.0
GCA_050896635.1	r3-T14	JBPBDJ010000053.1	1	924	10848	100.0	100.0
GCA_050896655.1	r3-T14	JBPBDK010000048.1	1	924	13605	100.0	100.0
GCA_050896695.1	r3-T14	JBPBDY010000072.1	7630	8553	10027	100.0	100.0
GCA_050896705.1	r3-T14	JBPBDO010000046.1	1	924	10872	100.0	100.0
GCA_050896775.1	r3-T14	JBPBDN010000055.1	5524	6447	7921	100.0	100.0
GCA_050896775.1	r3-T18	JBPBDN010000047.1	1747	2697	13679	100.0	100.0
GCA_050896815.1	r3-T13	JBPBDR010000081.1	1609	2538	3295	100.0	100.0
GCA_050896815.1	r3-T80	JBPBDR010000054.1	788	1735	21325	96.52	100.0
GCA_050896815.1	rP-T1	JBPBDR010000063.1	1773	2948	10724	100.0	100.0
GCA_050896855.1	r3-T13	JBPBDQ010000174.1	100	1029	1611	100.0	100.0
GCA_050896855.1	rP-T1	JBPBDQ010000096.1	1698	2873	10572	100.0	100.0
GCA_050896895.1	r3-T14	JBPBDS010000056.1	4644	5567	12928	100.0	100.0
GCA_050896895.1	r3-T34	JBPBDS010000057.1	6451	7374	12698	100.0	100.0
GCA_050896975.1	r3-T14	JBPBEG010000009.1	9177	10100	10804	100.0	100.0
GCA_050897015.1	r3-T14	JBPBDV010000056.1	7362	8285	12928	100.0	100.0
GCA_050897035.1	r3-T14	JBPBDW010000046.1	4665	5588	12970	100.0	100.0
GCA_050897035.1	r3-T34	JBPBDW010000047.1	5325	6248	12698	100.0	100.0
GCA_050897055.1	r3-T13	JBPBDL010000061.1	1619	2548	3989	100.0	100.0
GCA_050897055.1	r3-T14	JBPBDL010000052.1	850	1773	9155	100.0	100.0
GCA_050897075.1	r3-T14	JBPBDM010000046.1	7473	8396	10765	100.0	100.0
GCA_050897095.1	r3-T14	JBPBDF010000052.1	1475	2398	7921	100.0	100.0
GCA_050897095.1	r3-T159	JBPBDF010000062.1	257	1198	4023	100.0	100.0
GCA_050897095.1	r3-T18	JBPBDF010000066.1	237	1187	3105	100.0	100.0
GCA_050897115.1	r3-T14	JBPBDG010000059.1	4665	5588	12970	100.0	100.0
GCA_050897135.1	r3-T14	JBPBDP010000178.1	51	974	1079	100.0	100.0
GCA_050897155.1	r3-T14	JBPBDT010000053.1	4665	5588	12970	100.0	100.0
GCA_050897175.1	r3-T14	JBPBDC010000064.1	1475	2398	7965	100.0	100.0
GCA_050897195.1	r3-T13	JBPBDB010000057.1	1608	2537	3279	100.0	100.0
GCA_050897195.1	rP-T1	JBPBDB010000046.1	1695	2870	10568	100.0	100.0
GCA_050897215.1	r3-T13	JBPBDH010000056.1	744	1673	3281	100.0	100.0
GCA_050897215.1	rP-T1	JBPBDH010000044.1	7700	8875	10572	100.0	100.0
GCA_050897235.1	r3-T2	JBPBDE010000070.1	1	951	7702	100.0	100.0
GCA_050897255.1	r3-T14	JBPBDD010000072.1	9732	10655	10782	100.0	100.0
GCA_050897275.1	r3-T13	JBPBDA010000062.1	1608	2537	3279	100.0	100.0
GCA_050897275.1	rP-T1	JBPBDA010000049.1	1695	2870	10568	100.0	100.0
GCA_050897295.1	r3-T14	JBPBDX010000063.1	7383	8306	12970	100.0	100.0
GCA_050897315.1	r3-T13	JBPBEK010000057.1	757	1686	3307	100.0	100.0
GCA_050897315.1	r3-T14	JBPBEK010000046.1	1475	2398	10028	100.0	100.0
GCA_050897325.1	r3-T13	JBPBDZ010000058.1	757	1686	3307	100.0	100.0
GCA_050897325.1	r3-T14	JBPBDZ010000051.1	7396	8319	9171	100.0	100.0
GCA_050897355.1	r3-T13	JBPBEA010000041.1	757	1686	3307	100.0	100.0
GCA_050897355.1	r3-T14	JBPBEA010000038.1	7630	8553	10027	100.0	100.0
GCA_050897395.1	r3-T14	JBPBEC010000049.1	7362	8285	12928	100.0	100.0
GCA_050897455.1	r3-T14	JBPBEB010000055.1	5568	6491	7965	100.0	100.0
GCA_050897475.1	r3-T13	JBPBED010000040.1	764	1693	3234	100.0	100.0
GCA_050897475.1	r3-T14	JBPBED010000046.1	7338	8261	9130	100.0	100.0
GCA_050897555.1	r3-T13	JBPBEE010000055.1	744	1673	3281	100.0	100.0
GCA_050897555.1	r3-T14	JBPBEE010000048.1	7362	8285	9134	100.0	100.0
GCA_050897575.1	r3-T13	JBPBEF010000096.1	2220	3149	3925	100.0	100.0
GCA_050897575.1	r3-T14	JBPBEF010000100.1	125	1048	1920	100.0	100.0
GCA_050897595.1	r3-T14	JBPBEH010000051.1	6960	7883	16310	100.0	100.0
GCA_050897675.1	r3-T13	JBPBEI010000050.1	765	1694	3236	100.0	100.0
GCA_050897675.1	rP-T1	JBPBEI010000067.1	7721	8896	10612	100.0	100.0
GCA_050897695.1	r3-T28	JBPBEL010000019.1	2033	2971	3208	100.0	100.0
GCA_050897695.1	r3-T5	JBPBEL010000043.1	1730	2653	7026	100.0	100.0
GCA_050897695.1	r3-T6	JBPBEL010000069.1	5525	6454	8341	100.0	100.0
GCA_050897715.1	r3-T14	JBPBEJ010000051.1	5568	6491	7965	100.0	100.0
GCA_050897775.1	r3-T28	JBPBEM010000123.1	174	1112	3069	100.0	100.0
GCA_050897775.1	r3-T5	JBPBEM010000025.1	1279	2202	7004	100.0	100.0
GCA_050897775.1	r3-T6	JBPBEM010000049.1	4161	5090	13676	100.0	100.0
GCA_050897795.1	r3-T28	JBPBEN010000056.1	254	1192	3182	100.0	100.0
GCA_050897795.1	r3-T5	JBPBEN010000095.1	4803	5726	7004	100.0	100.0
GCA_050897795.1	r3-T6	JBPBEN010000072.1	7160	8089	13613	100.0	100.0
GCA_051169065.1	r3-T1	JBEQCV010000035.1	74	1024	8682	100.0	100.0
GCA_051169085.1	r3-T1	JBEQCW010000004.1	7658	8608	8714	100.0	100.0
GCA_051169105.1	r3-T1	JBEQCX010000038.1	7660	8610	8683	100.0	100.0
GCA_051169125.1	r3-T1	JBEQCY010000064.1	73	1023	8681	100.0	100.0
GCA_051169155.1	r3-T1	JBEQCZ010000002.1	7660	8610	8683	100.0	100.0
GCA_051169175.1	r3-T1	JBEQDA010000012.1	7660	8610	8683	100.0	100.0
GCA_051169195.1	r3-T1	JBEQDB010000045.1	73	1023	8711	100.0	100.0
GCA_051169215.1	r3-T1	JBEQDC010000036.1	73	1023	8725	100.0	100.0
GCA_051169235.1	r3-T1	JBEQDD010000013.1	7659	8609	8681	100.0	100.0
GCA_051169255.1	r3-T1	JBEQDE010000049.1	1176	2126	8694	100.0	100.0
GCA_051169275.1	r3-T1	JBEQDF010000019.1	7660	8610	8683	100.0	100.0
GCA_051169295.1	r3-T1	JBEQDG010000050.1	7660	8610	8683	100.0	100.0
GCA_051169315.1	r3-T1	JBEQDI010000042.1	6631	7581	8709	100.0	100.0
GCA_051169335.1	r3-T1	JBEQDH010000042.1	74	1024	8683	100.0	100.0
GCA_051169355.1	r3-T1	JBEQDJ010000011.1	7660	8610	8683	100.0	100.0
GCA_051169375.1	r3-T1	JBEQDL010000002.1	7659	8609	8681	100.0	100.0
GCA_051169395.1	r3-T1	JBEQDK010000047.1	74	1024	8683	100.0	100.0
GCA_051169415.1	r3-T1	JBEQDM010000002.1	74	1024	8683	100.0	100.0
GCA_051169435.1	r3-T1	JBEQDO010000044.1	7660	8610	8683	100.0	100.0
GCA_051169445.1	r3-T1	JBEQDN010000046.1	107	1057	8716	100.0	100.0
GCA_051169475.1	r3-T1	JBEQDP010000018.1	73	1023	8681	100.0	100.0
GCA_051169495.1	r3-T1	JBEQDQ010000053.1	73	1023	8681	100.0	100.0
GCA_051169515.1	r3-T1	JBEQDR010000043.1	74	1024	8683	100.0	100.0
GCA_051169535.1	r3-T1	JBEQDS010000034.1	7659	8609	8681	100.0	100.0
GCA_051169555.1	r3-T1	JBEQDV010000022.1	7659	8609	8681	100.0	100.0
GCA_051169575.1	r3-T1	JBEQDT010000042.1	7659	8609	8681	100.0	100.0
GCA_051169575.1	rP-T1	JBEQDT010000017.1	7719	8894	49516	100.0	100.0
GCA_051169595.1	r3-T1	JBEQDU010000019.1	73	1023	8668	100.0	100.0
GCA_051169615.1	r3-T1	JBEQDY010000046.1	74	1024	8683	100.0	100.0
GCA_051169635.1	r3-T1	JBEQDW010000027.1	5225	6175	8665	100.0	100.0
GCA_051169655.1	r3-T1	JBEQDX010000029.1	7659	8609	8681	100.0	100.0
GCA_051169675.1	r3-T1	JBEQDZ010000035.1	5226	6176	8665	100.0	100.0
GCA_051169695.1	r3-T1	JBEQEB010000001.1	7660	8610	8683	100.0	100.0
GCA_051169715.1	r3-T1	JBEQEA010000013.1	7660	8610	8683	100.0	100.0
GCA_051169745.1	r3-T1	JBEQEC010000041.1	7697	8647	8719	100.0	100.0
GCA_051169765.1	r3-T1	JBEQED010000017.1	73	1023	8668	100.0	100.0
GCA_051169785.1	r3-T1	JBEQEE010000029.1	74	1024	8683	100.0	100.0
GCA_051169805.1	r3-T1	JBEQEF010000013.1	121	1071	8729	100.0	100.0
GCA_051169825.1	r3-T1	JBEQEG010000036.1	7660	8610	8683	100.0	100.0
GCA_051169825.1	rP-T1	JBEQEG010000044.1	7720	8895	48938	100.0	100.0
GCA_051169845.1	r3-T1	JBEQEH010000048.1	73	1023	8681	100.0	100.0
GCA_051169865.1	r3-T1	JBEQEI010000039.1	74	1024	8683	100.0	100.0
GCA_051169885.1	r3-T1	JBEQEJ010000038.1	74	1024	8683	100.0	100.0
GCA_051169905.1	r3-T1	JBEQEK010000030.1	74	1024	8683	100.0	100.0
GCA_051169925.1	r3-T1	JBEQEL010000015.1	7659	8609	8681	100.0	100.0
GCA_051169945.1	r3-T1	JBEQEN010000032.1	7660	8610	8683	100.0	100.0
GCA_051169965.1	r3-T1	JBEQEM010000033.1	7660	8610	8683	100.0	100.0
GCA_051169985.1	r3-T1	JBEQEO010000024.1	73	1023	8681	100.0	100.0
GCA_051170005.1	r3-T1	JBEQEQ010000048.1	74	1024	8727	100.0	100.0
GCA_051170005.1	rP-T1	JBEQEQ010000050.1	7720	8895	10611	100.0	100.0
GCA_051170025.1	r3-T1	JBEQEP010000013.1	7660	8610	8670	100.0	100.0
GCA_051170045.1	r3-T1	JBEQES010000045.1	7660	8610	8683	100.0	100.0
GCA_051170045.1	rP-T1	JBEQES010000052.1	1718	2893	10612	100.0	100.0
GCA_051170065.1	r3-T1	JBEQET010000017.1	2510	3460	8687	100.0	100.0
GCA_051170085.1	r3-T1	JBEQER010000034.1	7660	8610	8668	100.0	100.0
GCA_051170105.1	r3-T1	JBEQEU010000038.1	7660	8610	8683	100.0	100.0
GCA_051170125.1	r3-T1	JBEQEV010000045.1	5225	6175	8665	100.0	100.0
GCA_051170145.1	r3-T1	JBEQEW010000021.1	74	1024	8683	100.0	100.0
GCA_051170165.1	r3-T1	JBEQEZ010000063.1	74	1024	8683	100.0	100.0
GCA_051170185.1	r3-T1	JBEQEX010000044.1	7660	8610	8683	100.0	100.0
GCA_051170205.1	r3-T1	JBEQEY010000024.1	5226	6176	8665	100.0	100.0
GCA_051170225.1	r3-T1	JBEQFA010000057.1	7660	8610	8683	100.0	100.0
GCA_051170245.1	r3-T1	JBEQFB010000029.1	112	1062	8721	100.0	100.0
GCA_051170265.1	r3-T1	JBEQFC010000066.1	6581	7531	8687	100.0	100.0
GCA_051170265.1	rP-T1	JBEQFC010000037.1	1718	2893	10612	100.0	100.0
GCA_051170285.1	r3-T1	JBEQFE010000026.1	7658	8608	8680	100.0	100.0
GCA_051170305.1	r3-T1	JBEQFD010000050.1	7700	8650	8771	100.0	100.0
GCA_051170325.1	r3-T1	JBEQFF010000047.1	7660	8610	8683	100.0	100.0
GCA_051170325.1	r3-T15	JBEQFF010000007.1	952	1884	2261	100.0	100.0
GCA_051170345.1	r3-T1	JBEQFG010000050.1	7660	8610	8667	100.0	100.0
GCA_051170365.1	r3-T1	JBEQFH010000053.1	74	1024	8682	100.0	100.0
GCA_051170385.1	r3-T1	JBEQFI010000046.1	7660	8610	8683	100.0	100.0
GCA_051170405.1	r3-T1	JBEQFL010000017.1	74	1024	8705	100.0	100.0
GCA_051170405.1	r3-T15	JBEQFL010000035.1	113	1045	2267	100.0	100.0
GCA_051170425.1	r3-T1	JBEQFJ010000021.1	74	1024	8683	100.0	100.0
GCA_051170445.1	r3-T1	JBEQFK010000029.1	1177	2127	8687	100.0	100.0
GCA_051170465.1	r3-T1	JBEQFM010000032.1	1177	2127	8665	100.0	100.0
GCA_051170465.1	r3-T15	JBEQFM010000054.1	75	1007	2229	100.0	100.0
GCA_051170485.1	r3-T1	JBEQFN010000042.1	74	1024	8683	100.0	100.0
GCA_051170485.1	r3-T15	JBEQFN010000037.1	113	1045	2307	100.0	100.0
GCA_051170505.1	r3-T1	JBEQFO010000041.1	73	1023	8681	100.0	100.0
GCA_051170525.1	r3-T1	JBEQFP010000003.1	7711	8661	8734	100.0	100.0
GCA_051170545.1	r3-T1	JBEQFQ010000006.1	74	1024	8683	100.0	100.0
GCA_051170545.1	r3-T15	JBEQFQ010000013.1	75	1007	2228	100.0	100.0
GCA_051170565.1	r3-T1	JBEQFR010000025.1	7660	8610	8683	100.0	100.0
GCA_051170565.1	r3-T15	JBEQFR010000006.1	75	1007	2213	100.0	100.0
GCA_051170585.1	r3-T1	JBEQFS010000002.1	74	1024	8683	100.0	100.0
GCA_051170585.1	r3-T15	JBEQFS010000014.1	1222	2154	2266	100.0	100.0
GCA_051170605.1	r3-T1	JBEQFT010000002.1	5248	6198	8687	100.0	100.0
GCA_051170625.1	r3-T1	JBEQFU010000058.1	7660	8610	8683	100.0	100.0
GCA_051170645.1	r3-T1	JBEQFV010000038.1	74	1024	8683	100.0	100.0
GCA_051170665.1	r3-T1	JBEQFW010000052.1	74	1024	8683	100.0	100.0
GCA_051170685.1	r3-T1	JBEQFX010000002.1	2510	3460	8665	100.0	100.0
GCA_051170705.1	r3-T1	JBEQFY010000037.1	74	1024	8683	100.0	100.0
GCA_051170725.1	r3-T1	JBEQFZ010000032.1	74	1024	8683	100.0	100.0
GCA_051170745.1	r3-T1	JBEQGA010000031.1	73	1023	8681	100.0	100.0
GCA_051170765.1	r3-T1	JBEQGB010000046.1	7659	8609	8681	100.0	100.0
GCA_051170785.1	r3-T1	JBEQGC010000057.1	73	1023	8681	100.0	100.0
GCA_051170785.1	rP-T1	JBEQGC010000081.1	7719	8894	10607	100.0	100.0
GCA_051170805.1	r3-T1	JBEQGD010000023.1	74	1024	8683	100.0	100.0
GCA_051170825.1	r3-T1	JBEQGF010000050.1	73	1023	8681	100.0	100.0
GCA_051170845.1	r3-T1	JBEQGE010000066.1	74	1024	8683	100.0	100.0
GCA_051375965.1	r3-T28	JBEMBS010000035.1	2277	3215	3787	100.0	100.0
GCA_051375985.1	r3-T28	JBEMBT010000034.1	2363	3301	3754	100.0	100.0
GCA_051376005.1	r3-T28	JBEMBU010000060.1	2197	3135	3825	100.0	100.0
GCA_051376025.1	r3-T28	JBEMBV010000019.1	2320	3258	20131	100.0	100.0
GCA_051376045.1	r3-T28	JBEMBW010000066.1	728	1666	3966	100.0	100.0
GCA_051376065.1	r3-T28	JBEMBX010000022.1	573	1511	3831	100.0	100.0
GCA_051776275.1	rP-T1	CP196470.1	16458	17633	86728	100.0	100.0
GCA_051842185.1	r3-T1	JBNFQE010000071.1	7695	8645	8753	100.0	100.0
GCA_051842205.1	r3-T1	JBNFQD010000075.1	7695	8645	8753	100.0	100.0
GCA_051842205.1	rP-T1	JBNFQD010000021.1	9246	10421	70470	100.0	100.0
GCA_051842225.1	r3-T1	JBNFQB010000044.1	7695	8645	8753	100.0	100.0
GCA_051842225.1	r3-T15	JBNFQB010000049.1	110	1042	2299	100.0	100.0
GCA_051842225.1	rP-T1	JBNFQB010000021.1	39283	40458	70470	100.0	100.0
GCA_051842245.1	r3-T1	JBNFQC010000047.1	109	1059	8753	100.0	100.0
GCA_051842245.1	r3-T15	JBNFQC010000059.1	110	1042	2299	100.0	100.0
GCA_051842265.1	r3-T1	JBNFQA010000049.1	109	1059	8753	100.0	100.0
GCA_051842265.1	r3-T15	JBNFQA010000062.1	110	1042	2299	100.0	100.0
GCA_051842265.1	rP-T1	JBNFQA010000022.1	39283	40458	70470	100.0	100.0
GCA_051842285.1	r3-T1	JBNFPY010000050.1	109	1059	8753	100.0	100.0
GCA_051842285.1	r3-T15	JBNFPY010000062.1	110	1042	2299	100.0	100.0
GCA_051842285.1	rP-T1	JBNFPY010000024.1	39283	40458	70470	100.0	100.0
GCA_051842305.1	r3-T1	JBNFPZ010000048.1	109	1059	8753	100.0	100.0
GCA_051842305.1	r3-T15	JBNFPZ010000061.1	110	1042	2299	100.0	100.0
GCA_051842305.1	rP-T1	JBNFPZ010000022.1	39283	40458	70470	100.0	100.0
GCA_051861835.1	r3-T28	CP159920.1	126414	127352	130855	100.0	100.0
GCA_051941745.1	r3-T18	JBEUKO010000148.1	2011	2961	7978	100.0	100.0
GCA_051941745.1	r3-T28	JBEUKO010000370.1	17	955	1276	100.0	100.0
GCA_051942065.1	r3-T18	JBFECW010000069.1	596	1546	8111	100.0	100.0
GCA_051942065.1	r3-T28	JBFECW010000076.1	3381	4319	4640	100.0	100.0
GCA_051942065.1	r3-T3	JBFECW010000012.1	44310	45431	110975	100.0	100.0
GCA_052115825.1	r3-T1	JBFSHN010000057.1	7653	8603	8687	100.0	100.0
GCA_052371295.1	r1-T2	JBQRVE010000061.1	78	1262	2094	99.92	100.0
GCA_052371315.1	r1-T2	JBQRVF010000058.1	867	2051	2094	99.92	100.0
GCA_052371335.1	r3-T14	JBQRVG010000054.1	1	924	9638	100.0	100.0
GCA_052371355.1	r3-T14	JBQRVH010000060.1	1	924	9638	100.0	100.0
GCA_052371375.1	r3-T14	JBQRVI010000060.1	1	924	9638	100.0	100.0
GCA_052371395.1	r3-T14	JBQRVJ010000066.1	121	1044	9594	100.0	100.0
GCA_052371415.1	r3-T14	JBQRVK010000050.1	1	924	9638	100.0	100.0
GCA_052371435.1	r3-T14	JBQRVL010000051.1	1	924	9638	100.0	100.0
GCA_052371455.1	r3-T14	JBQRVM010000052.1	1	924	9638	100.0	100.0
GCA_052371475.1	r3-T14	JBQRVN010000051.1	1	924	9638	100.0	100.0
GCA_052371495.1	r3-T1	JBQRVO010000046.1	1	951	8731	100.0	100.0
GCA_052371515.1	r3-T1	JBQRVP010000045.1	1	951	8731	100.0	100.0
GCA_052371535.1	r3-T1	JBQRVQ010000049.1	1	951	8731	100.0	100.0
GCA_052371555.1	r3-T1	JBQRVR010000046.1	1	951	8731	100.0	100.0
GCA_052371575.1	r3-T1	JBQRVS010000045.1	1	951	8731	100.0	100.0
GCA_052371595.1	r3-T1	JBQRVT010000045.1	1	951	8731	100.0	100.0
GCA_052371615.1	r3-T1	JBQRVU010000045.1	1	951	8731	100.0	100.0
GCA_052371635.1	r3-T1	JBQRVV010000045.1	1	951	8731	100.0	100.0
GCA_052371655.1	r3-T1	JBQRVX010000049.1	1	951	8731	100.0	100.0
GCA_052371675.1	r3-T1	JBQRVW010000045.1	1	951	8731	100.0	100.0
GCA_052371695.1	r3-T1	JBQRVY010000049.1	1	951	8731	100.0	100.0
GCA_052371715.1	r3-T1	JBQRWA010000048.1	1	951	8731	100.0	100.0
GCA_052371735.1	r3-T1	JBQRVZ010000048.1	1	951	8731	100.0	100.0
GCA_052371755.1	r3-T1	JBQRWB010000048.1	1	951	8731	100.0	100.0
GCA_052371775.1	r3-T1	JBQRWC010000047.1	1	951	8731	100.0	100.0
GCA_052371795.1	r3-T1	JBQRWD010000048.1	1	951	8731	100.0	100.0
GCA_052492475.1	r3-T1	JBQVWU010000031.1	896	1846	8731	100.0	100.0
GCA_052492495.1	r3-T1	JBQVWK010000025.1	3997	4947	8731	100.0	100.0
GCA_052492515.1	r3-T1	JBQVWI010000019.1	6665	7615	8731	100.0	100.0
GCA_052492535.1	r3-T1	JBQVWH010000022.1	1176	2126	8713	100.0	100.0
GCA_052492555.1	r3-T1	JBQVWR010000024.1	5276	6226	8711	100.0	100.0
GCA_052492575.1	r3-T1	JBQVWJ010000028.1	3189	4139	8731	100.0	100.0
GCA_052492595.1	r3-T1	JBQVWP010000044.1	1171	2121	8731	100.0	100.0
GCA_052492615.1	r3-T1	JBQVWQ010000041.1	1032	1982	8731	100.0	100.0
GCA_052492635.1	r3-T1	JBQVWL010000032.1	7661	8611	8729	100.0	100.0
GCA_052492715.1	r3-T1	JBQVWV010000034.1	5320	6270	8731	100.0	100.0
GCA_052492735.1	r3-T1	JBQVWW010000028.1	5784	6734	8731	100.0	100.0
GCA_052492755.1	r3-T1	JBQVWO010000028.1	4713	5663	8731	100.0	100.0
GCA_052492775.1	r3-T1	JBQVWX010000039.1	5776	6726	8731	100.0	100.0
GCA_052492795.1	r3-T1	JBQVWZ010000031.1	4090	5040	8731	100.0	100.0
GCA_052492835.1	r3-T1	JBQVWT010000033.1	68	1018	8712	100.0	100.0
GCA_052492855.1	r3-T1	JBQVWN010000015.1	3271	4221	8731	100.0	100.0
GCA_052545275.1	r3-T1	JBQWLJ010000003.1	5290	6240	8736	100.0	100.0
GCA_053309335.1	r3-T13	JBRYIW010000003.1	2324	3253	25411	100.0	100.0
GCA_053309335.1	r3-T14	JBRYIW010000003.1	21554	22477	25411	100.0	100.0
GCA_053309335.1	r3-T3	JBRYIW010000002.1	13712	14833	32622	100.0	100.0
GCA_053320195.1	r3-T18	JBROGE010000052.1	6684	7634	7850	100.0	100.0
GCA_053320195.1	r3-T28	JBROGE010000065.1	1335	2273	2430	100.0	100.0
GCA_053320195.1	r3-T3	JBROGE010000017.1	68376	69497	86487	100.0	100.0
GCA_053320235.1	r3-T3	JBROGF010000010.1	96495	97616	110876	99.91	100.0
GCA_053320255.1	r3-T1	JBROGG010000034.1	873	1823	7906	100.0	100.0
