genoma	gen	gen_contig	gen_ini	gen_fin	contig_len	estado	reps_mismo_contig	dist_min_pb	reps_otros_contigs
GCA_051169675.1	blaOXA-23	JBEQDZ010000064.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169695.1	blaOXA-23	JBEQEB010000055.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169715.1	blaOXA-23	JBEQEA010000054.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169745.1	blaOXA-23	JBEQEC010000046.1	53	871	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169765.1	blaOXA-23	JBEQED010000026.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169785.1	blaOXA-23	JBEQEE010000067.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169805.1	blaOXA-23	JBEQEF010000061.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169825.1	blaOXA-23	JBEQEG010000066.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051169845.1	blaOXA-23	JBEQEH010000053.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169865.1	blaOXA-23	JBEQEI010000066.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169885.1	blaOXA-23	JBEQEJ010000061.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169905.1	blaOXA-23	JBEQEK010000065.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169925.1	blaOXA-23	JBEQEL010000070.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169945.1	blaOXA-23	JBEQEN010000051.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169965.1	blaOXA-23	JBEQEM010000065.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169985.1	blaOXA-23	JBEQEO010000072.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170005.1	blaOXA-23	JBEQEQ010000055.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051170025.1	blaOXA-23	JBEQEP010000066.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170045.1	blaOXA-23	JBEQES010000050.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051170065.1	blaOXA-23	JBEQET010000062.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170085.1	blaOXA-23	JBEQER010000054.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170105.1	blaOXA-23	JBEQEU010000072.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170125.1	blaOXA-23	JBEQEV010000064.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170145.1	blaOXA-23	JBEQEW010000062.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170165.1	blaOXA-23	JBEQEZ010000047.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170185.1	blaOXA-23	JBEQEX010000061.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170205.1	blaOXA-23	JBEQEY010000073.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170225.1	blaOXA-23	JBEQFA010000069.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170245.1	blaOXA-23	JBEQFB010000075.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170265.1	blaOXA-23	JBEQFC010000031.1	1626	2444	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051170285.1	blaOXA-23	JBEQFE010000037.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170305.1	blaOXA-23	JBEQFD010000047.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170325.1	blaOXA-23	JBEQFF010000061.1	1668	2486	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170345.1	blaOXA-23	JBEQFG010000025.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170365.1	blaOXA-23	JBEQFH010000051.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170385.1	blaOXA-23	JBEQFI010000017.1	1626	2444	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170405.1	blaOXA-23	JBEQFL010000069.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170425.1	blaOXA-23	JBEQFJ010000056.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170445.1	blaOXA-23	JBEQFK010000062.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170465.1	blaOXA-23	JBEQFM010000059.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170485.1	blaOXA-23	JBEQFN010000068.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170505.1	blaOXA-23	JBEQFO010000033.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170525.1	blaOXA-23	JBEQFP010000055.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170545.1	blaOXA-23	JBEQFQ010000024.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170565.1	blaOXA-23	JBEQFR010000059.1	68	886	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170585.1	blaOXA-23	JBEQFS010000042.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051170605.1	blaOXA-23	JBEQFT010000056.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170625.1	blaOXA-23	JBEQFU010000061.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170645.1	blaOXA-23	JBEQFV010000070.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170665.1	blaOXA-23	JBEQFW010000069.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170685.1	blaOXA-23	JBEQFX010000055.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170705.1	blaOXA-23	JBEQFY010000069.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170725.1	blaOXA-23	JBEQFZ010000068.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170745.1	blaOXA-23	JBEQGA010000070.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170765.1	blaOXA-23	JBEQGB010000072.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170785.1	blaOXA-23	JBEQGC010000055.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051170805.1	blaOXA-23	JBEQGD010000062.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170825.1	blaOXA-23	JBEQGF010000018.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051170845.1	blaOXA-23	JBEQGE010000061.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051842185.1	blaOXA-23	JBNFQE010000115.1	82	900	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051842205.1	blaOXA-23	JBNFQD010000024.1	63314	64132	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051842225.1	blaOXA-23	JBNFQB010000048.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051842245.1	blaOXA-23	JBNFQC010000058.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_051842265.1	blaNDM-1	JBNFQA010000052.1	2156	2965	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051842265.1	blaOXA-23	JBNFQA010000061.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051842285.1	blaNDM-1	JBNFPY010000053.1	1979	2788	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051842285.1	blaOXA-23	JBNFPY010000061.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051842305.1	blaNDM-1	JBNFPZ010000050.1	1979	2788	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051842305.1	blaOXA-23	JBNFPZ010000060.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_051941745.1	blaOXA-72	JBEUKO010000148.1	715	1539	7978	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28
GCA_051942065.1	blaOXA-72	JBFECW010000069.1	7150	7974	8111	COLOCALIZADO	r3-T18	5604	r3-T18,r3-T28,r3-T3
GCA_052115825.1	blaOXA-23	JBFSHN010000015.1	86236	87054	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371295.1	blaOXA-23	JBQRVE010000033.1	140	958	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_052371295.1	blaNDM-1	JBQRVE010000051.1	7023	7832	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_052371315.1	blaOXA-23	JBQRVF010000033.1	35655	36473	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_052371315.1	blaNDM-1	JBQRVF010000048.1	7023	7832	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_052371335.1	blaOXA-23	JBQRVG010000057.1	4883	5701	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371355.1	blaOXA-23	JBQRVH010000041.1	25739	26557	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371375.1	blaOXA-23	JBQRVI010000042.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371395.1	blaOXA-23	JBQRVJ010000047.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371415.1	blaOXA-23	JBQRVK010000027.1	43314	44132	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371435.1	blaOXA-23	JBQRVL010000028.1	43315	44133	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371455.1	blaOXA-23	JBQRVM010000029.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371475.1	blaOXA-23	JBQRVN010000028.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_052371495.1	blaOXA-23	JBQRVO010000061.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371515.1	blaOXA-23	JBQRVP010000061.1	1581	2399	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371535.1	blaOXA-23	JBQRVQ010000066.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371555.1	blaOXA-23	JBQRVR010000062.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371575.1	blaOXA-23	JBQRVS010000061.1	1581	2399	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371595.1	blaOXA-23	JBQRVT010000062.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371615.1	blaOXA-23	JBQRVU010000061.1	1581	2399	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371635.1	blaOXA-23	JBQRVV010000062.1	1581	2399	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371655.1	blaOXA-23	JBQRVX010000065.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371675.1	blaOXA-23	JBQRVW010000061.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371695.1	blaOXA-23	JBQRVY010000065.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371715.1	blaOXA-23	JBQRWA010000064.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371735.1	blaOXA-23	JBQRVZ010000064.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371755.1	blaOXA-23	JBQRWB010000064.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371775.1	blaOXA-23	JBQRWC010000062.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052371795.1	blaOXA-23	JBQRWD010000065.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492475.1	blaNDM-1	JBQVWU010000048.1	1944	2753	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492475.1	blaOXA-23	JBQVWU010000055.1	146	964	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492495.1	blaOXA-23	JBQVWK010000044.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492515.1	blaNDM-1	JBQVWI010000028.1	3655	4464	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492515.1	blaOXA-23	JBQVWI010000040.1	1726	2544	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492535.1	blaNDM-1	JBQVWH010000049.1	1943	2752	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492535.1	blaOXA-23	JBQVWH010000057.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492555.1	blaOXA-23	JBQVWR010000050.1	217	1035	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492555.1	blaNDM-1	JBQVWR010000052.1	1944	2753	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492575.1	blaOXA-23	JBQVWJ010000018.1	171	989	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492575.1	blaNDM-1	JBQVWJ010000047.1	1945	2754	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492595.1	blaNDM-1	JBQVWP010000017.1	1944	2753	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492595.1	blaOXA-23	JBQVWP010000021.1	1725	2543	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492615.1	blaNDM-1	JBQVWQ010000031.1	1944	2753	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492615.1	blaOXA-23	JBQVWQ010000051.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492635.1	blaNDM-1	JBQVWL010000018.1	6851	7660	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492635.1	blaOXA-23	JBQVWL010000052.1	1614	2432	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492675.1	blaOXA-23	JBQVWS010000044.1	146	964	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_052492675.1	blaNDM-1	JBQVWS010000058.1	1945	2754	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_052492695.1	blaOXA-23	JBQVWY010000036.1	56	874	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_052492715.1	blaOXA-23	JBQVWV010000048.1	146	964	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492715.1	blaNDM-1	JBQVWV010000057.1	3655	4464	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492735.1	blaOXA-23	JBQVWW010000050.1	1614	2432	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492735.1	blaNDM-1	JBQVWW010000061.1	3655	4464	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492755.1	blaOXA-23	JBQVWO010000023.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492755.1	blaNDM-1	JBQVWO010000024.1	1944	2753	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492775.1	blaOXA-23	JBQVWX010000048.1	304	1122	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492775.1	blaNDM-1	JBQVWX010000050.1	1945	2754	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492795.1	blaNDM-1	JBQVWZ010000020.1	3655	4464	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492795.1	blaOXA-23	JBQVWZ010000044.1	7	825	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492815.1	blaNDM-1	JBQVWM010000024.1	1944	2753	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_052492815.1	blaOXA-23	JBQVWM010000056.1	184	1002	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_052492835.1	blaNDM-1	JBQVWT010000025.1	3654	4463	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492835.1	blaOXA-23	JBQVWT010000045.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492855.1	blaOXA-23	JBQVWN010000030.1	7	825	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052492855.1	blaNDM-1	JBQVWN010000052.1	3655	4464	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052545275.1	blaOXA-23	JBQWLJ010000035.1	1726	2544	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_052545275.1	blaNDM-1	JBQWLJ010000043.1	3655	4464	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_053309335.1	blaOXA-23	JBRYIW010000001.1	1959537	1960355	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T14,r3-T3
GCA_053320195.1	blaOXA-72	JBROGE010000052.1	256	1080	7850	COLOCALIZADO	r3-T18	5604	r3-T18,r3-T28,r3-T3
GCA_053320235.1	blaOXA-72	JBROGF010000064.1	6173	6997	NA	NO_EVALUABLE	-	NA	r3-T3
GCA_053320255.1	blaOXA-23	JBROGG010000019.1	83990	84808	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,r3-T18
GCA_053320275.1	blaOXA-72	JBROGH010000043.1	5979	6803	NA	NO_EVALUABLE	-	NA	r3-T3
GCA_053320295.1	blaOXA-72	JBROGI010000056.1	1573	2397	7850	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28,r3-T3
GCA_053320315.1	blaOXA-72	JBROGJ010000074.1	1555	2379	7851	COLOCALIZADO	r3-T18	472	r3-T18
GCA_053320335.1	blaOXA-72	JBROGK010000049.1	5652	6476	7851	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28,r3-T3
GCA_053320355.1	blaOXA-72	JBROGL010000053.1	1366	2190	7851	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28,r3-T3
GCA_053320375.1	blaOXA-72	JBROGM010000061.1	5249	6073	7851	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28,r3-T3
GCA_053320415.1	blaOXA-72	JBROGO010000059.1	3193	4017	7851	COLOCALIZADO	r3-T18	472	r3-T18,r3-T3
GCA_053320435.1	blaOXA-23	JBROGP010000011.1	104	922	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_053320455.1	blaOXA-72	JBROGQ010000065.1	681	1505	NA	NO_EVALUABLE	-	NA	r3-T28,r3-T3
GCA_053373795.1	blaOXA-23	JBRZLD010000020.1	103	921	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,r3-T18
GCA_053373815.1	blaOXA-23	JBRZLE010000012.1	115968	116786	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_053373835.1	blaOXA-23	JBRZLF010000012.1	104	922	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_053819165.1	blaOXA-23	CM132594.1	3441918	3442736	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_053819305.1	blaOXA-23	CM132595.1	3147166	3147984	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_053819325.1	blaOXA-23	CM132596.1	3454732	3455550	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_053819345.1	blaOXA-23	CM132597.1	1396212	1397030	NA	NO_EVALUABLE	-	NA	rP-T1
GCA_055403185.1	blaOXA-23	JBUZER010000053.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403225.1	blaOXA-23	JBUZEQ010000011.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403245.1	blaOXA-23	JBUZEO010000024.1	84	902	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055403305.1	blaOXA-23	JBUZEN010000043.1	1742	2560	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055403405.1	blaOXA-23	JBUZEL010000053.1	56	874	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055403465.1	blaOXA-23	JBUZEK010000043.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403485.1	blaOXA-23	JBUZEJ010000058.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403505.1	blaOXA-23	JBUZEH010000054.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403515.1	blaOXA-23	JBUZEI010000075.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403605.1	blaOXA-23	JBUZEE010000002.1	6284	7102	NA	NO_EVALUABLE	-	NA	r1-T24,r3-T1,rP-T1
GCA_055403625.1	blaOXA-23	JBUZED010000073.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055403715.1	blaOXA-23	JBUZDZ010000003.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055404845.1	blaOXA-23	JBUZBU010000009.1	47	865	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_055405425.1	blaOXA-23	JBUZAR010000043.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055405505.1	blaOXA-23	JBUZAN010000042.1	1677	2495	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055405585.1	blaOXA-23	JBUZAK010000030.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055405785.1	blaOXA-23	JBUYZZ010000078.1	48	866	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T67
GCA_055405925.1	blaOXA-23	JBUYZS010000003.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055521135.1	blaOXA-23	CM145462.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T15,r3-T3
GCA_055521155.1	blaOXA-23	JBUCUQ010000105.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T14,r3-T3
GCA_055521185.1	blaOXA-23	JBUCUS010000075.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055521205.1	blaOXA-23	JBUCUR010000092.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055521235.1	blaOXA-23	JBUCUT010000020.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T15,r3-T3
GCA_055521255.1	blaOXA-23	JBUCUU010000076.1	28	846	NA	NO_EVALUABLE	-	NA	rP-T1
GCA_055521315.1	blaOXA-23	JBUCUX010000085.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055521335.1	blaOXA-23	JBUCUY010000099.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_055521355.1	blaOXA-23	JBUCUZ010000090.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_055521375.1	blaOXA-23	JBUCVA010000074.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_055521395.1	blaOXA-23	JBUCVB010000113.1	768	1586	NA	NO_EVALUABLE	-	NA	rP-T1
GCA_055521415.1	blaOXA-23	JBUCVC010000113.1	5925	6743	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_055521435.1	blaOXA-23	JBUCVD010000085.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_056712505.1	blaOXA-72	JBWYHL010000003.1	9448	10272	16131	COLOCALIZADO	r3-T10	8554	r3-T10,r3-T13
GCA_057186615.1	blaOXA-58	DBNLSN010000047.1	15399	16238	16254	COLOCALIZADO	r3-T14	7769	r3-T14
GCA_057186615.1	blaOXA-58	DBNLSN010000078.1	58	897	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_057205515.1	blaOXA-58	DBNLZD010000047.1	15386	16225	16254	COLOCALIZADO	r3-T14	7756	r3-T14
GCA_057205515.1	blaOXA-58	DBNLZD010000073.1	58	897	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058313035.1	blaOXA-23	JBZEMM010000059.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058313035.1	blaNDM	JBZEMM010000068.1	2	790	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058666895.1	blaOXA-407	JBZWER010000002.1	155064	155885	NA	NO_EVALUABLE	-	NA	r3-T43,rP-T1
GCA_058666895.1	blaOXA-23	JBZWER010000039.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T43,rP-T1
GCA_058666915.1	blaOXA-23	JBZWEQ010000057.1	14574	15392	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058666915.1	blaNDM	JBZWEQ010000063.1	2	790	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058666955.1	blaOXA-23	JBZWES010000159.1	43	861	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_058666975.1	blaOXA-23	JBZWET010000079.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_058667035.1	blaOXA-23	JBZWEU010000067.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058667075.1	blaOXA-23	JBZWEW010000016.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_058667095.1	blaOXA-23	JBZWEV010000102.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T14,r3-T3
GCA_058667155.1	blaOXA-407	JBZWEX010000003.1	155064	155885	NA	NO_EVALUABLE	-	NA	r3-T43,rP-T1
GCA_058667155.1	blaOXA-23	JBZWEX010000042.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T43,rP-T1
GCA_058667175.1	blaOXA-23	JBZWEY010000076.1	79	897	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_058667195.1	blaOXA-23	JBZWEZ010000059.1	11955	12773	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T3
GCA_058672075.1	blaOXA-23	JBZWFA010000075.1	11955	12773	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T3,rP-T1
GCA_058672095.1	blaOXA-23	JBZWFB010000078.1	10108	10926	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_058672115.1	blaOXA-23	JBZWFC010000008.1	99512	100330	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_058672145.1	blaOXA-23	JBZWFD010000091.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T3,rP-T1
GCA_058672235.1	blaOXA-23	JBZWFE010000071.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_058672295.1	blaOXA-23	JBZWFG010000133.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058672335.1	blaOXA-23	JBZWFH010000089.1	28	846	NA	NO_EVALUABLE	-	NA	rP-T1
GCA_058672355.1	blaOXA-407	JBZWFI010000001.1	66973	67794	NA	NO_EVALUABLE	-	NA	r3-T3,r3-T43,rP-T1
GCA_058672355.1	blaOXA-23	JBZWFI010000006.1	82795	83613	NA	NO_EVALUABLE	-	NA	r3-T3,r3-T43,rP-T1
GCA_058672415.1	blaOXA-23	JBZWFK010000092.1	1705	2523	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,r3-T3
GCA_058672435.1	blaOXA-23	JBZWFL010000092.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_058672455.1	blaOXA-23	JBZWFJ010000011.1	99460	100278	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_058672535.1	blaOXA-23	JBZWFM010000141.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,r3-T3
